"Species","Ind","Site","Area","Diam","source","Sex_sys"
"Plantago lanceolata","11B","KM",460.127,24.2043775379652,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",591.303,27.4384832401599,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",338.849,20.7710362402545,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",402.659,22.6424681040631,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",464.644,24.3228928177535,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",253.512,17.9661209910459,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",338.176,20.7503989426796,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",371.811,21.7578599215898,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",465.893,24.3555618127626,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",407.848,22.7878959502879,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",470.602,24.4783389189597,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",407.176,22.7691147141711,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",499.816,25.2266822291666,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",431.201,23.4312220110123,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",322.8,20.2731774776553,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",401.025,22.5964795582723,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",331.545,20.5459534911189,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",349.035,21.0809194414437,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",356.051,21.2917404911505,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",439.85,23.6650462444459,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",313.478,19.9783028809879,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",404.389,22.6910569664771,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",282.438,18.9634182186627,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",412.846,22.9270986626248,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",312.517,19.9476565741943,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",429.471,23.3841711530889,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",356.147,21.2946106829591,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",380.748,22.017797577842,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",464.163,24.3103000146627,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",395.548,22.4416433320045,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",481.557,24.7616117295307,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",426.204,23.2950592814078,"CS2021","hermaphroditic"
"Plantago lanceolata","11B","KM",359.318,21.3892002359871,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",453.208,24.0217057593822,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",278.306,18.8241920075488,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",383.343,22.0927016636131,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",391.319,22.3213535746876,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",256.01,18.0544192885744,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",383.727,22.1037641767774,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",329.911,20.4952611948012,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",276.672,18.768850026599,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",305.021,19.7069733641334,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",257.26,18.0984420677186,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",387.667,22.2169519644088,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",389.782,22.2774741886499,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",264.179,18.3402058245972,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",251.205,17.8841868653623,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",355.09,21.2629873239865,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",332.794,20.5846175832973,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",294.931,19.3782819715342,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",251.398,17.8910557281377,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",364.123,21.5317394268926,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",377.961,21.9370666126455,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",250.917,17.8739320477144,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",278.21,18.8209450809668,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",388.821,22.2499948994033,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",274.077,18.680622974151,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",297.045,19.4476075794905,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",254.761,18.0103242518361,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",305.886,19.7348967917458,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",323.184,20.2852322891726,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",276.768,18.77210596383,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",330.872,20.5250898815477,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",372.099,21.7662849691078,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",464.163,24.3103000146627,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",379.403,21.978874015544,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",286.762,19.1080275886169,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",340.578,20.8239616227751,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",381.517,22.0400211294982,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",363.45,21.5118319195273,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",408.137,22.795968241546,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",293.105,19.3182006605067,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",289.453,19.1974739469084,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",315.592,20.0455534820583,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",459.839,24.1968014210861,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",342.5,20.8826373830461,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",384.977,22.139736678956,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",287.723,19.140018326267,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",475.791,24.6129217328843,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",323.28,20.288244872881,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",250.244,17.8499455638583,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",259.951,18.1928527970038,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",308.001,19.8030061611356,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",260.623,18.2163528146419,"CS2021","hermaphroditic"
"Plantago lanceolata","12A","KM",290.606,19.2356713201621,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",581.213,27.2033706645731,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",689.518,29.6297415514665,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",256.203,18.0612234103834,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",516.345,25.6404148314,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",289.645,19.2038399268171,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",261.969,18.2633318508624,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",419.669,23.1157774366224,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",273.789,18.6708055989423,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",557.092,26.6329037931578,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",453.976,24.0420505689654,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",436.967,23.5873623820954,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",425.723,23.2819105466731,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",344.711,20.9499326181542,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",458.878,24.1715042107226,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",294.547,19.3656626063532,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",460.992,24.2271179508945,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",488.765,24.9462407204469,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",329.431,20.4803461020963,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",267.254,18.4466355005093,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",380.748,22.017797577842,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",316.265,20.0669156727103,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",636.278,28.462858448248,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",265.909,18.4001590781434,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",259.278,18.1692873465044,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",277.345,18.7916636180668,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",445.424,23.8145218506296,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",304.637,19.6945646103052,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",468.199,24.4157629740596,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",333.948,20.6202764163146,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",276.288,18.7558206254962,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",289.069,19.1847356499132,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",250.917,17.8739320477144,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",275.038,18.7133443805449,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",689.422,29.6276788393962,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",285.609,19.0695745398859,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",537.103,26.1507319055488,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",405.926,22.7341381062966,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",325.01,20.3424576793065,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",380.844,22.0205731345739,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",308.673,19.8245975997506,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",341.539,20.8533201401912,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",413.134,22.9350942024361,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",366.718,21.6083284722856,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",376.712,21.900790291135,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",322.416,20.261115493855,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",361.048,21.440629448492,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",401.89,22.6208364264811,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",518.46,25.6928739996792,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",279.555,18.8663849459412,"CS2021","hermaphroditic"
"Plantago lanceolata","12B","KM",447.153,23.8606974363065,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",644.735,28.6513891089913,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",261.873,18.2599851943651,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",298.294,19.4884508557564,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",472.524,24.5282743509697,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",414.095,22.9617536193799,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",273.981,18.6773510891155,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",301.562,19.5949142276619,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",278.69,18.8371741172141,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",342.308,20.8767833269209,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",399.776,22.5612635336775,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",358.837,21.3748791461877,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",303.292,19.6510398707503,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",387.764,22.2197312950604,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",417.17,23.0468509969837,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",350.285,21.1186342817796,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",269.849,18.53597631384,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",268.407,18.4863843539977,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",464.836,24.3279176465335,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",332.602,20.5786787490841,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",455.514,24.0827414963599,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",372.099,21.7662849691078,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",263.987,18.3335399663022,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",283.687,19.005302068825,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",267.158,18.4433221056391,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",407.464,22.7771657116501,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",487.035,24.9020525593793,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",265.428,18.3835096181324,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",357.973,21.3491306508598,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",468.391,24.4207686938402,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",348.459,21.063517714733,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",357.588,21.3376470662245,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",353.168,21.2053640274113,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",447.826,23.8786467866286,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",428.318,23.3527603362402,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",527.397,25.9133694485046,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",394.587,22.4143653097386,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",433.988,23.5068220638291,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",361.913,21.4662978492738,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",304.445,19.6883573006205,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",332.026,20.5608519541442,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",342.404,20.8797105601466,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",290.606,19.2356713201621,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",257.452,18.1051944831078,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",357.012,21.3204548812869,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",345.191,20.9645136286696,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",461.953,24.2523571516058,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",321.743,20.2399582717387,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",395.163,22.4307190748799,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",378.922,21.9649373950881,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",415.248,22.993698581833,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",315.881,20.0547296324455,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",276.384,18.7590788241876,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",418.804,23.0919426270997,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",355.378,21.2716083766342,"CS2021","hermaphroditic"
"Plantago lanceolata","12C","KM",317.514,20.1065009588203,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",414.191,22.9644150866814,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",448.21,23.8888822749359,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",420.918,23.1501499496404,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",611.196,27.8962168901798,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",329.046,20.4683751000642,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",333.948,20.6202764163146,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",312.325,19.9415280460001,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",352.591,21.1880344609337,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",379.115,21.9705304897781,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",356.723,21.3118237163449,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",583.135,27.2483126435223,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",466.854,24.3806680469955,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",357.396,21.3319178774476,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",453.688,24.0344232835283,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",429.759,23.3920104631013,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",476.079,24.6203698026242,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",345.191,20.9645136286696,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",493.666,25.0710006400069,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",278.21,18.8209450809668,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",326.836,20.3995225395856,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",406.695,22.7556620788336,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",393.626,22.3870540499621,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",443.213,23.7553429430245,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",423.321,23.2161374331915,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",308.865,19.8307622643363,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",331.833,20.5548752817453,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",621.191,28.1233878832828,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",411.404,22.8870234338637,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",342.693,20.8885202755946,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",305.79,19.7317997249254,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",392.857,22.3651753363577,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",379.787,21.989993792094,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",408.041,22.7932871054896,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",477.809,24.6650626115233,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",415.44,22.9990138150482,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",318.764,20.1460400634457,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",329.911,20.4952611948012,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",465.989,24.3580709870793,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",594.859,27.5208648545356,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",495.588,25.1197579505896,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",280.324,18.8923159548622,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",339.233,20.7828022768621,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",455.514,24.0827414963599,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",484.921,24.847949478227,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",417.266,23.0495026383101,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",384.016,22.112086220233,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",438.312,23.6236358618219,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",419.669,23.1157774366224,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",257.356,18.101818590265,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",507.12,25.4103372257453,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",345.287,20.9674286139949,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",288.973,19.1815497538847,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",318.091,20.1247618625501,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",251.398,17.8910557281377,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",517.883,25.678573074571,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",364.988,21.5572993427701,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",524.514,25.842445057835,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",372.868,21.7887650537223,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",276.48,18.7623364570721,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",462.625,24.2699906135768,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",320.109,20.1884976515249,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",363.835,21.5232225690931,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",289.838,19.2102369367728,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",251.494,17.8944713826261,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",444.559,23.7913870711213,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",475.311,24.6005032722425,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",423.705,23.2266648768611,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",459.454,24.1866699193326,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",545.752,26.3604443820339,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",301.37,19.5886753405338,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",438.12,23.6184611975329,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",373.637,21.8112219688905,"CS2021","hermaphroditic"
"Plantago lanceolata","12D","KM",326.163,20.3785090138964,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",318.283,20.1308346080569,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",383.631,22.1009990676054,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",331.353,20.5400034777658,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",316.65,20.0791260228225,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",355.858,21.285969038556,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",298.102,19.4821778752952,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",334.332,20.6321284280221,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",300.601,19.5636673552515,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",317.995,20.1217248025128,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",318.572,20.139971902795,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",335.197,20.6588014094863,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",275.23,18.7198749968438,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",312.037,19.9323317206123,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",300.313,19.5542933239238,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",359.414,21.3920573515369,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",314.247,20.0027924854104,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",309.923,19.8646978185664,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",276.288,18.7558206254962,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",316.65,20.0791260228225,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",372.58,21.7803487019246,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",325.683,20.3635084071479,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",364.507,21.5430899996444,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",288.492,19.1655791130802,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",341.251,20.8445260891299,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",315.496,20.0425044195022,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",271.963,18.60844019,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",333.083,20.5935535369451,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",274.75,18.7035441806088,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",380.94,22.0233483415082,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",337.792,20.738614522074,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",363.835,21.5232225690931,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",376.616,21.8979995520134,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",332.122,20.563824159833,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",389.974,22.2829602660542,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",309.538,19.8523555831099,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",372.291,21.7718998562137,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",313.19,19.9691234914206,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",362.489,21.4833733229096,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",391.8,22.3350677999248,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",318.283,20.1308346080569,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",346.152,20.9936755926438,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",350.957,21.1388819690545,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",353.456,21.2140084973093,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",375.271,21.8588626692312,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",316.361,20.0699610266677,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",319.244,20.1612024745409,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",355.474,21.2744812845152,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",380.076,21.9983588752607,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",342.981,20.897295812923,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",289.069,19.1847356499132,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",347.017,21.0198897974124,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",307.52,19.7875371079111,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",346.152,20.9936755926438,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",402.179,22.6289683119236,"CS2021","hermaphroditic"
"Plantago lanceolata","13A","KM",346.056,20.9907642522342,"CS2021","hermaphroditic"
