"Species","Date","Site","Plant","Flower","Flw_pollen","Stigmas_per_flw","Flower_height","Infl_max","Infl_min","D1","D2","D3","D4","D5","Stigma_length","source"
"Carex pedunculata","4115",NA,"Ue","1",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,"JF2004"
"Carex pedunculata","4117",NA,"Ue","2",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,"JF2004"
"Carex pedunculata","4115",NA,"Uf","3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,"JF2004"
"Carex pedunculata","4115",NA,"Uf","1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,"JF2004"
"Carex pedunculata","4115",NA,"Uf","2",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,"JF2004"
"Carex pedunculata","4117",NA,"Uf","2",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,"JF2004"
"Carex pedunculata","4115",NA,"Uf","2",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"JF2004"
"Carex pedunculata","4117",NA,"Uf","1",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,"JF2004"
"Carex pedunculata","4117",NA,"Uf","3",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,"JF2004"
"Carex plantaginea","4119",NA,"N1","3",0,NA,NA,17.5,NA,19,38,33,55,58,3,"JF2004"
"Carex plantaginea","4118",NA,"N1","2",1,NA,NA,17.5,NA,19,38,33,55,58,2.7,"JF2004"
"Carex plantaginea","4118",NA,"N1","2",6,NA,NA,17.5,NA,19,38,33,55,58,3.4,"JF2004"
"Carex plantaginea","4128",NA,"N1","1",8,NA,NA,17.5,NA,19,38,33,55,58,3.9,"JF2004"
"Carex plantaginea","4128",NA,"N1","3",10,NA,NA,17.5,NA,19,38,33,55,58,4,"JF2004"
"Carex plantaginea","4128",NA,"N1","2",12,NA,NA,17.5,NA,19,38,33,55,58,3.6,"JF2004"
"Carex plantaginea","4128",NA,"N10","1",3,NA,NA,18,NA,300,500,NA,NA,NA,5.3,"JF2004"
"Carex plantaginea","4128",NA,"N10","3",4,NA,NA,18,NA,300,500,NA,NA,NA,4.1,"JF2004"
"Carex plantaginea","4128",NA,"N10","2",7,NA,NA,18,NA,300,500,NA,NA,NA,5.8,"JF2004"
"Carex plantaginea","4119",NA,"N11","2",1,NA,NA,15.5,NA,61,57,66,81,70,3.7,"JF2004"
"Carex plantaginea","4119",NA,"N11","1",1,NA,NA,15.5,NA,61,57,66,81,70,2.9,"JF2004"
"Carex plantaginea","4119",NA,"N13","1",0,NA,NA,29,NA,70,24,38,39,121,4,"JF2004"
"Carex plantaginea","4119",NA,"N13","3",1,NA,NA,29,NA,70,24,38,39,121,3.8,"JF2004"
"Carex plantaginea","4119",NA,"N13","1",1,NA,NA,29,NA,70,24,38,39,121,6.5,"JF2004"
"Carex plantaginea","4119",NA,"N13","1",1,NA,NA,29,NA,70,24,38,39,121,5.4,"JF2004"
"Carex plantaginea","4119",NA,"N13","2",3,NA,NA,29,NA,70,24,38,39,121,5,"JF2004"
"Carex plantaginea","4128",NA,"N13","3",4,NA,NA,29,NA,70,24,38,39,121,4.1,"JF2004"
"Carex plantaginea","4128",NA,"N13","2",14,NA,NA,29,NA,70,24,38,39,121,4,"JF2004"
"Carex plantaginea","4128",NA,"N13","1",26,NA,NA,29,NA,70,24,38,39,121,3.6,"JF2004"
"Carex plantaginea","4119",NA,"N14","3",1,NA,NA,20,NA,58,65,92,108,158,3.2,"JF2004"
"Carex plantaginea","4128",NA,"N14","1",2,NA,NA,20,NA,58,65,92,108,158,5.4,"JF2004"
"Carex plantaginea","4119",NA,"N14","2",3,NA,NA,20,NA,58,65,92,108,158,3.1,"JF2004"
"Carex plantaginea","4128",NA,"N14","2",6,NA,NA,20,NA,58,65,92,108,158,4.5,"JF2004"
"Carex plantaginea","4128",NA,"N14","3",9,NA,NA,20,NA,58,65,92,108,158,5.2,"JF2004"
"Carex plantaginea","4128",NA,"N15","3",3,NA,NA,27,NA,61,92,109,300,NA,5.8,"JF2004"
"Carex plantaginea","4119",NA,"N15","1",5,NA,NA,27,NA,61,92,109,300,NA,5.2,"JF2004"
"Carex plantaginea","4128",NA,"N15","2",10,NA,NA,27,NA,61,92,109,300,NA,5.7,"JF2004"
"Carex plantaginea","4119",NA,"N15","2",14,NA,NA,27,NA,61,92,109,300,NA,4,"JF2004"
"Carex plantaginea","4119",NA,"N15","3",73,NA,NA,27,NA,61,92,109,300,NA,4.9,"JF2004"
"Carex plantaginea","4128",NA,"N16","2",4,NA,NA,21,NA,61,41,43,300,NA,5,"JF2004"
"Carex plantaginea","4119",NA,"N16","1",10,NA,NA,21,NA,61,41,43,300,NA,5.6,"JF2004"
"Carex plantaginea","4128",NA,"N16","1",11,NA,NA,21,NA,61,41,43,300,NA,5.2,"JF2004"
"Carex plantaginea","4119",NA,"N16","3",12,NA,NA,21,NA,61,41,43,300,NA,3.7,"JF2004"
"Carex plantaginea","4119",NA,"N16","2",51,NA,NA,21,NA,61,41,43,300,NA,5.3,"JF2004"
"Carex plantaginea","4128",NA,"N17","3",3,NA,NA,19,NA,92,41,14,300,NA,4.5,"JF2004"
"Carex plantaginea","4119",NA,"N17","2",5,NA,NA,19,NA,92,41,14,300,NA,4.8,"JF2004"
"Carex plantaginea","4128",NA,"N17","2",9,NA,NA,19,NA,92,41,14,300,NA,4.3,"JF2004"
"Carex plantaginea","4130",NA,"N18","2",3,NA,NA,20,NA,26,184,97,188,230,4.3,"JF2004"
"Carex plantaginea","4130",NA,"N18","3",8,NA,NA,20,NA,26,184,97,188,230,3.3,"JF2004"
"Carex plantaginea","4130",NA,"N18","1",35,NA,NA,20,NA,26,184,97,188,230,3.8,"JF2004"
"Carex plantaginea","4119",NA,"N19","1",0,NA,NA,19,NA,97,126,NA,NA,NA,5.1,"JF2004"
"Carex plantaginea","4119",NA,"N19","3",1,NA,NA,19,NA,97,126,NA,NA,NA,4.5,"JF2004"
"Carex plantaginea","4130",NA,"N19","3",2,NA,NA,19,NA,97,126,NA,NA,NA,5.4,"JF2004"
"Carex plantaginea","4119",NA,"N19","2",2,NA,NA,19,NA,97,126,NA,NA,NA,5.7,"JF2004"
"Carex plantaginea","4130",NA,"N19","2",3,NA,NA,19,NA,97,126,NA,NA,NA,4.8,"JF2004"
"Carex plantaginea","4130",NA,"N19","1",4,NA,NA,19,NA,97,126,NA,NA,NA,4.4,"JF2004"
"Carex plantaginea","4118",NA,"N2","2",1,NA,NA,16,NA,13,23,25,32,35,3.6,"JF2004"
"Carex plantaginea","4119",NA,"N2","2",2,NA,NA,16,NA,13,23,25,32,35,4.4,"JF2004"
"Carex plantaginea","4118",NA,"N2","3",3,NA,NA,16,NA,13,23,25,32,35,4.2,"JF2004"
"Carex plantaginea","4128",NA,"N2","3",4,NA,NA,16,NA,13,23,25,32,35,3.4,"JF2004"
"Carex plantaginea","4128",NA,"N2","1",5,NA,NA,16,NA,13,23,25,32,35,3,"JF2004"
"Carex plantaginea","4128",NA,"N2","2",6,NA,NA,16,NA,13,23,25,32,35,3,"JF2004"
"Carex plantaginea","4128",NA,"N2","2",10,NA,NA,16,NA,13,23,25,32,35,3.4,"JF2004"
"Carex plantaginea","4119",NA,"N20","3",0,NA,NA,18,NA,14,19,17,50,184,2.1,"JF2004"
"Carex plantaginea","4119",NA,"N20","2",0,NA,NA,18,NA,14,19,17,50,184,2.6,"JF2004"
"Carex plantaginea","4118",NA,"N3","2",0,NA,NA,24,NA,24,44,45,53,56,3.7,"JF2004"
"Carex plantaginea","4128",NA,"N3","3",2,NA,NA,24,NA,24,44,45,53,56,4.5,"JF2004"
"Carex plantaginea","4128",NA,"N3","2",4,NA,NA,24,NA,24,44,45,53,56,4,"JF2004"
"Carex plantaginea","4128",NA,"N3","1",10,NA,NA,24,NA,24,44,45,53,56,4.6,"JF2004"
"Carex plantaginea","4118",NA,"N4","2",3,NA,NA,22,NA,50,46,36,67,NA,3,"JF2004"
"Carex plantaginea","4118",NA,"N4","2",6,NA,NA,22,NA,50,46,36,67,NA,4,"JF2004"
"Carex plantaginea","4128",NA,"N4","3",7,NA,NA,22,NA,50,46,36,67,NA,4.3,"JF2004"
"Carex plantaginea","4118",NA,"N4","1",10,NA,NA,22,NA,50,46,36,67,NA,3.4,"JF2004"
"Carex plantaginea","4128",NA,"N4","2",22,NA,NA,22,NA,50,46,36,67,NA,4,"JF2004"
"Carex plantaginea","4119",NA,"N4","1",22,NA,NA,22,NA,50,46,36,67,NA,4.8,"JF2004"
"Carex plantaginea","4128",NA,"N4","1",70,NA,NA,22,NA,50,46,36,67,NA,3.8,"JF2004"
"Carex plantaginea","4119",NA,"N4","2",109,NA,NA,22,NA,50,46,36,67,NA,4,"JF2004"
"Carex plantaginea","4119",NA,"N5","2",1,NA,NA,20,NA,47,185,300,NA,NA,4.1,"JF2004"
"Carex plantaginea","4119",NA,"N5","1",1,NA,NA,20,NA,47,185,300,NA,NA,3,"JF2004"
"Carex plantaginea","4118",NA,"N6","2",1,NA,NA,23,NA,23,20,30,43,34,4.5,"JF2004"
"Carex plantaginea","4119",NA,"N6","2",1,NA,NA,23,NA,23,20,30,43,34,3.8,"JF2004"
"Carex plantaginea","4118",NA,"N6","1",1,NA,NA,23,NA,23,20,30,43,34,3.6,"JF2004"
"Carex plantaginea","4118",NA,"N6","3",2,NA,NA,23,NA,23,20,30,43,34,3.9,"JF2004"
"Carex plantaginea","4119",NA,"N6","3",2,NA,NA,23,NA,23,20,30,43,34,3.3,"JF2004"
"Carex plantaginea","4130",NA,"N6","3",2,NA,NA,23,NA,23,20,30,43,34,3.2,"JF2004"
"Carex plantaginea","4118",NA,"N6","2",2,NA,NA,23,NA,23,20,30,43,34,4.2,"JF2004"
"Carex plantaginea","4130",NA,"N6","1",2,NA,NA,23,NA,23,20,30,43,34,3.8,"JF2004"
"Carex plantaginea","4118",NA,"N6","2",3,NA,NA,23,NA,23,20,30,43,34,4,"JF2004"
"Carex plantaginea","4119",NA,"N6","2",3,NA,NA,23,NA,23,20,30,43,34,4.2,"JF2004"
"Carex plantaginea","4130",NA,"N6","2",3,NA,NA,23,NA,23,20,30,43,34,3.6,"JF2004"
"Carex plantaginea","4119",NA,"N7","1",0,NA,NA,23,NA,30,20,28,27,26,4.2,"JF2004"
"Carex plantaginea","4118",NA,"N7","3",1,NA,NA,23,NA,30,20,28,27,26,3.2,"JF2004"
"Carex plantaginea","4130",NA,"N7","1",2,NA,NA,23,NA,30,20,28,27,26,2.2,"JF2004"
"Carex plantaginea","4130",NA,"N7","3",3,NA,NA,23,NA,30,20,28,27,26,5.4,"JF2004"
"Carex plantaginea","4130",NA,"N7","2",4,NA,NA,23,NA,30,20,28,27,26,4.6,"JF2004"
"Carex plantaginea","4118",NA,"N7","2",5,NA,NA,23,NA,30,20,28,27,26,3.8,"JF2004"
"Carex plantaginea","4119",NA,"N8","3",0,NA,NA,23,NA,16,26,33,48,57,3.1,"JF2004"
"Carex plantaginea","4119",NA,"N8","2",0,NA,NA,23,NA,16,26,33,48,57,3.4,"JF2004"
"Carex plantaginea","4119",NA,"N8","1",0,NA,NA,23,NA,16,26,33,48,57,3.1,"JF2004"
"Carex plantaginea","4118",NA,"N8","2",7,NA,NA,23,NA,16,26,33,48,57,4.1,"JF2004"
"Carex plantaginea","4130",NA,"N9","3",1,NA,NA,22,NA,21,33,30,39,51,3.1,"JF2004"
"Carex plantaginea","4130",NA,"N9","2",1,NA,NA,22,NA,21,33,30,39,51,2.8,"JF2004"
"Carex plantaginea","4119",NA,"N9","1",1,NA,NA,22,NA,21,33,30,39,51,3.6,"JF2004"
"Carex plantaginea","4130",NA,"N9","1",1,NA,NA,22,NA,21,33,30,39,51,2,"JF2004"
"Carex plantaginea","4119",NA,"N9","3",3,NA,NA,22,NA,21,33,30,39,51,3.7,"JF2004"
"Carex plantaginea","4119",NA,"N9","2",6,NA,NA,22,NA,21,33,30,39,51,3.8,"JF2004"
"Carex plantaginea","4118",NA,"UA","2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,"JF2004"
"Carex plantaginea","4118",NA,"UA","2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,"JF2004"
"Carex plantaginea","4119",NA,"UA","3",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,"JF2004"
"Carex plantaginea","4118",NA,"UA","1",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"JF2004"
"Carex plantaginea","4119",NA,"UA","1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"JF2004"
"Carex plantaginea","4117",NA,"UA","3",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"JF2004"
"Carex plantaginea","4119",NA,"UA","2",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,"JF2004"
"Carex plantaginea","4119",NA,"UA","2",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,"JF2004"
"Carex plantaginea","4117",NA,"UA","1",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,"JF2004"
"Carex plantaginea","4117",NA,"UA","2",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,"JF2004"
"Carex plantaginea","4117",NA,"UA","2",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,"JF2004"
"Carex plantaginea","4119",NA,"UB","3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"JF2004"
"Carex plantaginea","4118",NA,"UB","2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,"JF2004"
"Carex plantaginea","4119",NA,"UB","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,"JF2004"
"Carex plantaginea","4118",NA,"UB","3",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,"JF2004"
"Carex plantaginea","4118",NA,"UB","2",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,"JF2004"
"Carex plantaginea","4118",NA,"UB","1",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"JF2004"
"Carex plantaginea","4117",NA,"UB","2",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"JF2004"
"Carex plantaginea","4117",NA,"UB","1",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,"JF2004"
"Carex plantaginea","4117",NA,"UC","3",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,"JF2004"
"Carex plantaginea","4118",NA,"UC","2",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,"JF2004"
"Carex plantaginea","4118",NA,"UC","1",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"JF2004"
"Carex plantaginea","4118",NA,"UC","3",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"JF2004"
"Carex plantaginea","4117",NA,"UC","2",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,"JF2004"
"Carex plantaginea","4118",NA,"UC","2",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"JF2004"
"Carex plantaginea","4117",NA,"UD","3",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,"JF2004"
"Carex plantaginea","4117",NA,"UD","2",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,"JF2004"
"Carex plantaginea","4117",NA,"UE","2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,"JF2004"
"Carex plantaginea","4118",NA,"UE","3",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,"JF2004"
"Carex plantaginea","4117",NA,"UE","1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,"JF2004"
"Carex plantaginea","4118",NA,"UE","3",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,"JF2004"
"Carex plantaginea","4118",NA,"UE","2",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,"JF2004"
"Carex plantaginea","4118",NA,"UE","1",214,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,"JF2004"
"Carex plantaginea","4118",NA,"UF","3",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"JF2004"
"Carex plantaginea","4118",NA,"UF","2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"JF2004"
"Carex plantaginea","4118",NA,"UF","2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,"JF2004"
"Carex plantaginea","4118",NA,"UF","1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"JF2004"
"Carex plantaginea","4118",NA,"UF","2",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,"JF2004"
"Carex plantaginea","4117",NA,"UF","1",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,"JF2004"
"Carex plantaginea","4118",NA,"UG","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,"JF2004"
"Carex plantaginea","4118",NA,"UG","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"JF2004"
"Carex plantaginea","4118",NA,"UG","3",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,"JF2004"
"Carex plantaginea","4118",NA,"UG","2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,"JF2004"
"Carex plantaginea","4118",NA,"UH","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,"JF2004"
"Carex plantaginea","4118",NA,"UH","2",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,"JF2004"
"Carex plantaginea","4118",NA,"UH","3",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,"JF2004"
"Carex stipata","4148",NA,"N1","3",0,NA,NA,39,NA,135,255,340,680,510,1.3,"JF2004"
"Carex stipata","4147",NA,"N1","3",0,NA,NA,39,NA,135,255,340,680,510,1.5,"JF2004"
"Carex stipata","4149",NA,"N1","2",0,NA,NA,39,NA,135,255,340,680,510,2,"JF2004"
"Carex stipata","4148",NA,"N1","1",0,NA,NA,39,NA,135,255,340,680,510,1.4,"JF2004"
"Carex stipata","4146",NA,"N1","1",0,NA,NA,39,NA,135,255,340,680,510,1.5,"JF2004"
"Carex stipata","4147",NA,"N1","1",0,NA,NA,39,NA,135,255,340,680,510,1.25,"JF2004"
"Carex stipata","4148",NA,"N1","2",1,NA,NA,39,NA,135,255,340,680,510,1.4,"JF2004"
"Carex stipata","4148",NA,"N1","1",1,NA,NA,39,NA,135,255,340,680,510,1.9,"JF2004"
"Carex stipata","4149",NA,"N1","1",1,NA,NA,39,NA,135,255,340,680,510,1.2,"JF2004"
"Carex stipata","4148",NA,"N1","2",57,NA,NA,39,NA,135,255,340,680,510,1.9,"JF2004"
"Carex stipata","4147",NA,"N10","3",0,NA,NA,36,NA,85,85,170,127.5,170,2,"JF2004"
"Carex stipata","4146",NA,"N10","2",0,NA,NA,36,NA,85,85,170,127.5,170,1.5,"JF2004"
"Carex stipata","4148",NA,"N10","1",0,NA,NA,36,NA,85,85,170,127.5,170,1.8,"JF2004"
"Carex stipata","4146",NA,"N10","1",0,NA,NA,36,NA,85,85,170,127.5,170,1.9,"JF2004"
"Carex stipata","4149",NA,"N10","1",0,NA,NA,36,NA,85,85,170,127.5,170,1.8,"JF2004"
"Carex stipata","4147",NA,"N10","1",0,NA,NA,36,NA,85,85,170,127.5,170,1.4,"JF2004"
"Carex stipata","4150",NA,"N10","3",1,NA,NA,36,NA,85,85,170,127.5,170,2,"JF2004"
"Carex stipata","4150",NA,"N10","3",1,NA,NA,36,NA,85,85,170,127.5,170,1.8,"JF2004"
"Carex stipata","4147",NA,"N10","2",5,NA,NA,36,NA,85,85,170,127.5,170,1.6,"JF2004"
"Carex stipata","4148",NA,"N10","2",11,NA,NA,36,NA,85,85,170,127.5,170,1.7,"JF2004"
"Carex stipata","4149",NA,"N10","2",21,NA,NA,36,NA,85,85,170,127.5,170,1.8,"JF2004"
"Carex stipata","4148",NA,"N10","1",43,NA,NA,36,NA,85,85,170,127.5,170,2,"JF2004"
"Carex stipata","4146",NA,"N11","2",0,NA,NA,45,NA,30,103,150,220,170,1.4,"JF2004"
"Carex stipata","4147",NA,"N11","2",0,NA,NA,45,NA,30,103,150,220,170,1.15,"JF2004"
"Carex stipata","4146",NA,"N11","1",0,NA,NA,45,NA,30,103,150,220,170,1.2,"JF2004"
"Carex stipata","4148",NA,"N11","3",1,NA,NA,45,NA,30,103,150,220,170,1.8,"JF2004"
"Carex stipata","4148",NA,"N11","2",1,NA,NA,45,NA,30,103,150,220,170,1.4,"JF2004"
"Carex stipata","4147",NA,"N11","2",1,NA,NA,45,NA,30,103,150,220,170,1.9,"JF2004"
"Carex stipata","4148",NA,"N11","2",3,NA,NA,45,NA,30,103,150,220,170,1.6,"JF2004"
"Carex stipata","4149",NA,"N11","2",4,NA,NA,45,NA,30,103,150,220,170,1.5,"JF2004"
"Carex stipata","4148",NA,"N11","1",5,NA,NA,45,NA,30,103,150,220,170,1.5,"JF2004"
"Carex stipata","4149",NA,"N11","1",7,NA,NA,45,NA,30,103,150,220,170,2,"JF2004"
"Carex stipata","4147",NA,"N11","1",22,NA,NA,45,NA,30,103,150,220,170,1.4,"JF2004"
"Carex stipata","4149",NA,"N12","3",0,NA,NA,43,NA,30,130,150,220,212.5,2.1,"JF2004"
"Carex stipata","4146",NA,"N12","2",0,NA,NA,43,NA,30,130,150,220,212.5,1.4,"JF2004"
"Carex stipata","4147",NA,"N12","3",1,NA,NA,43,NA,30,130,150,220,212.5,1.5,"JF2004"
"Carex stipata","4149",NA,"N12","2",1,NA,NA,43,NA,30,130,150,220,212.5,1.4,"JF2004"
"Carex stipata","4148",NA,"N12","1",1,NA,NA,43,NA,30,130,150,220,212.5,1.7,"JF2004"
"Carex stipata","4150",NA,"N12","1",2,NA,NA,43,NA,30,130,150,220,212.5,1.5,"JF2004"
"Carex stipata","4150",NA,"N12","2",4,NA,NA,43,NA,30,130,150,220,212.5,1.8,"JF2004"
"Carex stipata","4147",NA,"N12","2",7,NA,NA,43,NA,30,130,150,220,212.5,1.6,"JF2004"
"Carex stipata","4146",NA,"N12","1",8,NA,NA,43,NA,30,130,150,220,212.5,2.3,"JF2004"
"Carex stipata","4148",NA,"N12","2",30,NA,NA,43,NA,30,130,150,220,212.5,1.8,"JF2004"
"Carex stipata","4147",NA,"N12","1",110,NA,NA,43,NA,30,130,150,220,212.5,2.1,"JF2004"
"Carex stipata","4150",NA,"N13","3",0,NA,NA,37,NA,30,130,150,220,212.5,1.6,"JF2004"
"Carex stipata","4146",NA,"N13","2",0,NA,NA,37,NA,30,130,150,220,212.5,2.1,"JF2004"
"Carex stipata","4147",NA,"N13","2",0,NA,NA,37,NA,30,130,150,220,212.5,1.75,"JF2004"
"Carex stipata","4146",NA,"N13","1",0,NA,NA,37,NA,30,130,150,220,212.5,1.4,"JF2004"
"Carex stipata","4147",NA,"N13","1",1,NA,NA,37,NA,30,130,150,220,212.5,1.4,"JF2004"
"Carex stipata","4149",NA,"N13","3",2,NA,NA,37,NA,30,130,150,220,212.5,2,"JF2004"
"Carex stipata","4147",NA,"N13","2",2,NA,NA,37,NA,30,130,150,220,212.5,1.9,"JF2004"
"Carex stipata","4148",NA,"N13","1",3,NA,NA,37,NA,30,130,150,220,212.5,1.7,"JF2004"
"Carex stipata","4148",NA,"N13","3",4,NA,NA,37,NA,30,130,150,220,212.5,2,"JF2004"
"Carex stipata","4148",NA,"N13","3",4,NA,NA,37,NA,30,130,150,220,212.5,1.8,"JF2004"
"Carex stipata","4146",NA,"N14","3",0,NA,NA,32,NA,85,170,58,2.5,85,1.3,"JF2004"
"Carex stipata","4147",NA,"N14","3",0,NA,NA,32,NA,85,170,58,2.5,85,1.35,"JF2004"
"Carex stipata","4146",NA,"N14","1",0,NA,NA,32,NA,85,170,58,2.5,85,1.2,"JF2004"
"Carex stipata","4149",NA,"N14","2",1,NA,NA,32,NA,85,170,58,2.5,85,1.2,"JF2004"
"Carex stipata","4148",NA,"N14","1",1,NA,NA,32,NA,85,170,58,2.5,85,1.6,"JF2004"
"Carex stipata","4148",NA,"N14","1",1,NA,NA,32,NA,85,170,58,2.5,85,1.1,"JF2004"
"Carex stipata","4147",NA,"N14","1",1,NA,NA,32,NA,85,170,58,2.5,85,1.5,"JF2004"
"Carex stipata","4148",NA,"N14","2",2,NA,NA,32,NA,85,170,58,2.5,85,1.7,"JF2004"
"Carex stipata","4149",NA,"N14","2",2,NA,NA,32,NA,85,170,58,2.5,85,1.7,"JF2004"
"Carex stipata","4150",NA,"N14","1",2,NA,NA,32,NA,85,170,58,2.5,85,2.1,"JF2004"
"Carex stipata","4150",NA,"N14","2",5,NA,NA,32,NA,85,170,58,2.5,85,1.6,"JF2004"
"Carex stipata","4147",NA,"N14","2",12,NA,NA,32,NA,85,170,58,2.5,85,1.7,"JF2004"
"Carex stipata","4146",NA,"N15","3",0,NA,NA,30,NA,70,60,170,255,170,0.9,"JF2004"
"Carex stipata","4149",NA,"N15","2",0,NA,NA,30,NA,70,60,170,255,170,1.7,"JF2004"
"Carex stipata","4147",NA,"N15","2",0,NA,NA,30,NA,70,60,170,255,170,1.7,"JF2004"
"Carex stipata","4146",NA,"N15","1",0,NA,NA,30,NA,70,60,170,255,170,1.4,"JF2004"
"Carex stipata","4148",NA,"N15","3",1,NA,NA,30,NA,70,60,170,255,170,1.5,"JF2004"
"Carex stipata","4149",NA,"N15","2",1,NA,NA,30,NA,70,60,170,255,170,1.4,"JF2004"
"Carex stipata","4150",NA,"N15","1",1,NA,NA,30,NA,70,60,170,255,170,1.5,"JF2004"
"Carex stipata","4150",NA,"N15","2",3,NA,NA,30,NA,70,60,170,255,170,1.9,"JF2004"
"Carex stipata","4148",NA,"N15","2",6,NA,NA,30,NA,70,60,170,255,170,1.5,"JF2004"
"Carex stipata","4147",NA,"N15","1",81,NA,NA,30,NA,70,60,170,255,170,1.7,"JF2004"
"Carex stipata","4146",NA,"N16","2",0,NA,NA,47,NA,30,60,85,85,127.5,1.6,"JF2004"
"Carex stipata","4146",NA,"N16","2",1,NA,NA,47,NA,30,60,85,85,127.5,1.7,"JF2004"
"Carex stipata","4147",NA,"N16","2",1,NA,NA,47,NA,30,60,85,85,127.5,1.7,"JF2004"
"Carex stipata","4146",NA,"N16","1",1,NA,NA,47,NA,30,60,85,85,127.5,1.4,"JF2004"
"Carex stipata","4149",NA,"N16","1",1,NA,NA,47,NA,30,60,85,85,127.5,1.7,"JF2004"
"Carex stipata","4147",NA,"N16","1",1,NA,NA,47,NA,30,60,85,85,127.5,2.5,"JF2004"
"Carex stipata","4150",NA,"N16","3",2,NA,NA,47,NA,30,60,85,85,127.5,1.6,"JF2004"
"Carex stipata","4150",NA,"N16","2",2,NA,NA,47,NA,30,60,85,85,127.5,1.4,"JF2004"
"Carex stipata","4148",NA,"N16","1",3,NA,NA,47,NA,30,60,85,85,127.5,1.3,"JF2004"
"Carex stipata","4148",NA,"N16","3",4,NA,NA,47,NA,30,60,85,85,127.5,1.9,"JF2004"
"Carex stipata","4147",NA,"N16","3",12,NA,NA,47,NA,30,60,85,85,127.5,1.95,"JF2004"
"Carex stipata","4148",NA,"N16","2",26,NA,NA,47,NA,30,60,85,85,127.5,1.5,"JF2004"
"Carex stipata","4149",NA,"N16","1",32,NA,NA,47,NA,30,60,85,85,127.5,1.7,"JF2004"
"Carex stipata","4147",NA,"N17","3",0,NA,NA,46,NA,50,170,255,170,170,2.2,"JF2004"
"Carex stipata","4147",NA,"N17","3",0,NA,NA,46,NA,50,170,255,170,170,2.1,"JF2004"
"Carex stipata","4146",NA,"N17","1",0,NA,NA,46,NA,50,170,255,170,170,2,"JF2004"
