"Species","Date","Site","Label","Anther","Subsample","Tot_tube_vol_uL","Subsample_vol_uL","Pollen_sub","Observer","N_anth_tube","Anth_per_flw","polanth","count_method","source","Sex_sys"
"Plantago lanceolata","31 Jul 2021","KM","M12","3","9",500,5,109,"Claire",1,4,10900,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M12","4","10",500,5,88,"Claire",1,4,8800,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M12","4","11",500,5,96,"Claire",1,4,9600,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M12","4","12",500,5,77,"Claire",1,4,7700,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M10","1","1",500,5,140,"Claire",1,4,14000,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M10","1","2",500,5,135,"Claire",1,4,13500,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M10","1","3",500,5,114,"Claire",1,4,11400,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M10","2","4",500,5,146,"Claire",1,4,14600,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M10","2","5",500,5,138,"Claire",1,4,13800,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M10","2","6",500,5,137,"Claire",1,4,13700,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M13","1","1",500,5,93,"Claire",1,4,9300,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M13","1","2",500,5,89,"Claire",1,4,8900,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M13","1","3",500,5,75,"Claire",1,4,7500,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M13","2","4",500,5,124,"Claire",1,4,12400,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M13","2","5",500,5,110,"Claire",1,4,11000,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M13","2","6",500,5,102,"Claire",1,4,10200,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M13","3","7",500,5,105,"Claire",1,4,10500,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M13","3","8",500,5,107,"Claire",1,4,10700,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M13","3","9",500,5,91,"Claire",1,4,9100,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M13","4","10",500,5,98,"Claire",1,4,9800,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M13","4","11",500,5,96,"Claire",1,4,9600,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M13","4","12",500,5,117,"Claire",1,4,11700,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M5","1","1",500,5,117,"Claire",1,4,11700,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M5","1","2",500,5,120,"Claire",1,4,12000,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M5","1","3",500,5,124,"Claire",1,4,12400,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M5","2","4",500,5,122,"Claire",1,4,12200,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M5","2","5",500,5,102,"Claire",1,4,10200,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","31 Jul 2021","KM","M5","2","6",500,5,118,"Claire",1,4,11800,"manual","CS2021","hermaphroditic"
"Purple stigma grass","18 Jul 2021","FBF","1",NA,"1",600,7.5,17,"Claire",3,3,453.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","1",NA,"2",600,7.5,13,"Claire",3,3,346.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","1",NA,"3",600,7.5,14,"Claire",3,3,373.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","2",NA,"1",600,7.5,7,"Claire",3,3,186.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","2",NA,"2",600,7.5,6,"Claire",3,3,160,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","2",NA,"3",600,7.5,15,"Claire",3,3,400,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","3",NA,"1",600,7.5,10,"Claire",3,3,266.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","3",NA,"2",600,7.5,12,"Claire",3,3,320,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","3",NA,"3",600,7.5,9,"Claire",3,3,240,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","4",NA,"1",600,7.5,24,"Claire",3,3,640,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","4",NA,"2",600,7.5,18,"Claire",3,3,480,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","4",NA,"3",600,7.5,13,"Claire",3,3,346.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","4",NA,"4",600,7.5,13,"Claire",3,3,346.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","5",NA,"1",600,7.5,10,"Claire",3,3,266.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","5",NA,"2",600,7.5,10,"Claire",3,3,266.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","5",NA,"3",600,7.5,11,"Claire",3,3,293.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","5",NA,"4",600,7.5,13,"Claire",3,3,346.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","6",NA,"1",600,7.5,25,"Claire",3,3,666.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","6",NA,"2",600,7.5,11,"Claire",3,3,293.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","6",NA,"3",600,7.5,13,"Claire",3,3,346.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","6",NA,"4",600,7.5,12,"Claire",3,3,320,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","7",NA,"1",600,7.5,12,"Claire",3,3,320,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","7",NA,"2",600,7.5,14,"Claire",3,3,373.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","7",NA,"3",600,7.5,9,"Claire",3,3,240,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","7",NA,"4",600,7.5,9,"Claire",3,3,240,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","8",NA,"1",600,7.5,19,"Claire",3,3,506.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","8",NA,"2",600,7.5,28,"Claire",3,3,746.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","8",NA,"3",600,7.5,22,"Claire",3,3,586.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","8",NA,"4",600,7.5,13,"Claire",3,3,346.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","9",NA,"1",600,7.5,12,"Claire",3,3,320,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","9",NA,"2",600,7.5,12,"Claire",3,3,320,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","9",NA,"3",600,7.5,10,"Claire",3,3,266.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","10",NA,"1",600,7.5,10,"Claire",3,3,266.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","10",NA,"2",600,7.5,13,"Claire",3,3,346.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","10",NA,"3",600,7.5,10,"Claire",3,3,266.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","10",NA,"4",600,7.5,10,"Claire",3,3,266.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","11",NA,"1",600,7.5,8,"Claire",3,3,213.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","11",NA,"2",600,7.5,20,"Claire",3,3,533.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","11",NA,"3",600,7.5,12,"Claire",3,3,320,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","11",NA,"4",600,7.5,16,"Claire",3,3,426.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","12",NA,"1",600,7.5,14,"Claire",3,3,373.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","12",NA,"2",600,7.5,16,"Claire",3,3,426.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","12",NA,"3",600,7.5,19,"Claire",3,3,506.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","12",NA,"4",600,7.5,13,"Claire",3,3,346.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","13",NA,"1",600,7.5,8,"Claire",3,3,213.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","13",NA,"2",600,7.5,6,"Claire",3,3,160,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","13",NA,"3",600,7.5,7,"Claire",3,3,186.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","13",NA,"4",600,7.5,5,"Claire",3,3,133.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","14",NA,"1",600,7.5,19,"Claire",3,3,506.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","14",NA,"2",600,7.5,18,"Claire",3,3,480,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","14",NA,"3",600,7.5,18,"Claire",3,3,480,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","14",NA,"4",600,7.5,19,"Claire",3,3,506.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","17",NA,"1",600,7.5,16,"Claire",3,3,426.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","17",NA,"2",600,7.5,16,"Claire",3,3,426.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","17",NA,"3",600,7.5,8,"Claire",3,3,213.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","18",NA,"1",600,7.5,20,"Claire",3,3,533.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","18",NA,"2",600,7.5,23,"Claire",3,3,613.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","18",NA,"3",600,7.5,29,"Claire",3,3,773.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","18",NA,"4",600,7.5,11,"Claire",3,3,293.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","19",NA,"1",600,7.5,15,"Claire",3,3,400,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","19",NA,"2",600,7.5,20,"Claire",3,3,533.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","19",NA,"3",600,7.5,22,"Claire",3,3,586.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","19",NA,"4",600,7.5,22,"Claire",3,3,586.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","20",NA,"1",600,7.5,21,"Claire",3,3,560,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","20",NA,"2",600,7.5,16,"Claire",3,3,426.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","20",NA,"3",600,7.5,16,"Claire",3,3,426.666666666667,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","20",NA,"4",600,7.5,17,"Claire",3,3,453.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","21",NA,"1",600,7.5,14,"Claire",3,3,373.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","21",NA,"2",600,7.5,14,"Claire",3,3,373.333333333333,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","21",NA,"3",600,7.5,6,"Claire",3,3,160,"manual","CS2021",NA
"Purple stigma grass","18 Jul 2021","FBF","21",NA,"4",600,7.5,19,"Claire",3,3,506.666666666667,"manual","CS2021",NA
"Rumex acetosella","8 July 2022","KM","10","a","1",250,2,382,"Jeremiah",6,6,7958.33333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","10","a","2",250,2,364,"Jeremiah",6,6,7583.33333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","10","a","3",250,2,354,"Jeremiah",6,6,7375,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","10","b","1",250,2,261,"Jeremiah",6,6,5437.5,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","10","b","2",250,2,214,"Jeremiah",6,6,4458.33333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","10","b","3",250,2,283,"Jeremiah",6,6,5895.83333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","1","a","1",250,2,361,"Jeremiah",6,6,7520.83333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","1","a","2",250,2,354,"Jeremiah",6,6,7375,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","1","a","3",250,2,263,"Jeremiah",6,6,5479.16666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","1","b","1",250,2,358,"Jeremiah",6,6,7458.33333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","1","b","2",250,2,345,"Jeremiah",6,6,7187.5,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","1","b","3",250,2,799,"Jeremiah",6,6,16645.8333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","1","c","1",250,2,431,"Jeremiah",6,6,8979.16666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","1","c","2",250,2,777,"Jeremiah",6,6,16187.5,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","1","c","3",250,2,837,"Jeremiah",6,6,17437.5,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","2","a","1",250,2,761,"Jeremiah",6,6,15854.1666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","2","a","2",250,2,704,"Jeremiah",6,6,14666.6666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","2","a","3",250,2,689,"Jeremiah",6,6,14354.1666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","3","a","1",250,2,293,"Jeremiah",6,6,6104.16666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","3","a","2",250,2,296,"Jeremiah",6,6,6166.66666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","3","a","3",250,2,299,"Jeremiah",6,6,6229.16666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","4","a","1",250,2,549,"Jeremiah",6,6,11437.5,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","4","a","2",250,2,516,"Jeremiah",6,6,10750,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","4","a","3",250,2,547,"Jeremiah",6,6,11395.8333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","4","b","1",250,2,392,"Jeremiah",6,6,8166.66666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","4","b","2",250,2,386,"Jeremiah",6,6,8041.66666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","4","b","3",250,2,423,"Jeremiah",6,6,8812.5,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","4","c","1",250,2,475,"Jeremiah",6,6,9895.83333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","4","c","2",250,2,475,"Jeremiah",6,6,9895.83333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","4","c","3",250,2,420,"Jeremiah",6,6,8750,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","5","a","1",250,2,408,"Jeremiah",6,6,8500,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","5","a","2",250,2,394,"Jeremiah",6,6,8208.33333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","5","a","3",250,2,494,"Jeremiah",6,6,10291.6666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","5","b","1",250,2,377,"Jeremiah",6,6,7854.16666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","5","b","2",250,2,416,"Jeremiah",6,6,8666.66666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","5","b","3",250,2,609,"Jeremiah",6,6,12687.5,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","5","c","1",250,2,447,"Jeremiah",6,6,9312.5,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","5","c","2",250,2,459,"Jeremiah",6,6,9562.5,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","5","c","3",250,2,497,"Jeremiah",6,6,10354.1666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","6","a","1",250,2,388,"Jeremiah",6,6,8083.33333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","6","a","2",250,2,345,"Jeremiah",6,6,7187.5,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","6","a","3",250,2,391,"Jeremiah",6,6,8145.83333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","6","b","1",250,2,447,"Jeremiah",6,6,9312.5,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","6","b","2",250,2,458,"Jeremiah",6,6,9541.66666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","6","b","3",250,2,506,"Jeremiah",6,6,10541.6666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","6","c","1",250,2,308,"Jeremiah",6,6,6416.66666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","6","c","2",250,2,302,"Jeremiah",6,6,6291.66666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","6","c","3",250,2,391,"Jeremiah",6,6,8145.83333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","7","b","1",250,2,220,"Jeremiah",6,6,4583.33333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","7","b","2",250,2,172,"Jeremiah",6,6,3583.33333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","7","b","3",250,2,156,"Jeremiah",6,6,3250,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","7","c","1",250,2,290,"Jeremiah",6,6,6041.66666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","7","c","2",250,2,342,"Jeremiah",6,6,7125,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","7","c","3",250,2,310,"Jeremiah",6,6,6458.33333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","9","a","1",250,2,292,"Jeremiah",6,6,6083.33333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","9","a","2",250,2,250,"Jeremiah",6,6,5208.33333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","9","a","3",250,2,353,"Jeremiah",6,6,7354.16666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","9","b","1",250,2,228,"Jeremiah",6,6,4750,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","9","b","2",250,2,226,"Jeremiah",6,6,4708.33333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","9","b","3",250,2,227,"Jeremiah",6,6,4729.16666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","9","c","1",250,2,230,"Jeremiah",6,6,4791.66666666667,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","9","c","2",250,2,277,"Jeremiah",6,6,5770.83333333333,"auto","CS2021","dioecious"
"Rumex acetosella","8 July 2022","KM","9","c","3",250,2,307,"Jeremiah",6,6,6395.83333333333,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","10","1","1",450,2.5,127,"Jeremiah",1,26,22860,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","10","1","2",450,2.5,127,"Jeremiah",1,26,22860,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","10","1","3",450,2.5,130,"Jeremiah",1,26,23400,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","10","2","1",450,2.5,119,"Jeremiah",1,26,21420,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","10","2","2",450,2.5,114,"Jeremiah",1,26,20520,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","10","2","3",450,2.5,119,"Jeremiah",1,26,21420,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","10","3","1",450,2.5,114,"Jeremiah",1,26,20520,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","10","3","2",450,2.5,191,"Jeremiah",1,26,34380,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","10","3","3",450,2.5,152,"Jeremiah",1,26,27360,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","1","1","1",450,2.5,146,"Jeremiah",1,28,26280,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","1","1","2",450,2.5,121,"Jeremiah",1,28,21780,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","1","1","3",450,2.5,146,"Jeremiah",1,28,26280,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","1","2","1",450,2.5,106,"Jeremiah",1,28,19080,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","1","2","2",450,2.5,155,"Jeremiah",1,28,27900,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","1","2","3",450,2.5,179,"Jeremiah",1,28,32220,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","1","3","1",450,2.5,159,"Jeremiah",1,28,28620,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","1","3","2",450,2.5,153,"Jeremiah",1,28,27540,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","1","3","3",450,2.5,111,"Jeremiah",1,28,19980,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","2","1","1",450,2.5,125,"Jeremiah",1,32,22500,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","2","1","2",450,2.5,126,"Jeremiah",1,32,22680,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","2","1","3",450,2.5,84,"Jeremiah",1,32,15120,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","2","2","1",450,2.5,92,"Jeremiah",1,32,16560,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","2","2","2",450,2.5,113,"Jeremiah",1,32,20340,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","2","2","3",450,2.5,143,"Jeremiah",1,32,25740,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","2","3","1",450,2.5,144,"Jeremiah",1,32,25920,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","2","3","2",450,2.5,122,"Jeremiah",1,32,21960,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","2","3","3",450,2.5,175,"Jeremiah",1,32,31500,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","3","1","1",450,2.5,200,"Jeremiah",1,26,36000,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","3","1","2",450,2.5,164,"Jeremiah",1,26,29520,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","3","1","3",450,2.5,167,"Jeremiah",1,26,30060,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","3","2","1",450,2.5,139,"Jeremiah",1,26,25020,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","3","2","2",450,2.5,130,"Jeremiah",1,26,23400,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","3","2","3",450,2.5,197,"Jeremiah",1,26,35460,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","3","3","1",450,2.5,202,"Jeremiah",1,26,36360,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","3","3","2",450,2.5,193,"Jeremiah",1,26,34740,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","3","3","3",450,2.5,187,"Jeremiah",1,26,33660,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","4","1","1",450,2.5,102,"Jeremiah",1,19,18360,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","4","1","2",450,2.5,138,"Jeremiah",1,19,24840,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","4","1","3",450,2.5,143,"Jeremiah",1,19,25740,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","4","2","1",450,2.5,93,"Jeremiah",1,19,16740,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","4","2","2",450,2.5,82,"Jeremiah",1,19,14760,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","4","2","3",450,2.5,82,"Jeremiah",1,19,14760,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","4","3","1",450,2.5,107,"Jeremiah",1,19,19260,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","4","3","2",450,2.5,75,"Jeremiah",1,19,13500,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","4","3","3",450,2.5,61,"Jeremiah",1,19,10980,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","5","1","1",450,2.5,112,"Jeremiah",1,22,20160,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","5","1","2",450,2.5,113,"Jeremiah",1,22,20340,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","5","1","3",450,2.5,89,"Jeremiah",1,22,16020,"auto","CS2021","dioecious"
"Thalictrum dioicum","7 May 2022","BI","5","2","1",450,2.5,97,"Jeremiah",1,22,17460,"auto","CS2021","dioecious"
