"Species","Date","Site","Plant","Flower","Flw_pollen","Stigmas_per_flw","Flower_height","Infl_max","Infl_min","D1","D2","D3","D4","D5"
"Thalictrum dioicum","2021-05-07","BI","B11","1-2",1,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","1-3",4,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","1-4",3,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","1-5",6,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","1-6",1,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","1-7",2,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","1-8",0,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","2-1",7,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","2-2",3,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","2-3",3,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","2-4",10,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","2-5",6,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","2-6",0,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","2-7",1,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","2-8",4,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","2-9",6,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B11","2-10",3,1,NA,22.86,NA,231.14,248.92,368.3,378.46,421.64
"Thalictrum dioicum","2021-05-07","BI","B12","1-1",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","1-2",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","1-3",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","1-4",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","1-5",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","1-6",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","1-7",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","1-8",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","1-9",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","2-1",1,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","2-2",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","2-3",2,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","2-4",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","2-5",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","2-6",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","2-7",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B12","2-8",0,1,NA,55.88,NA,50.8,116.84,139.7,106.68,152.4
"Thalictrum dioicum","2021-05-07","BI","B13","1-1",0,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-2",1,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-3",2,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-4",1,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-5",6,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-6",4,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-7",2,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-8",2,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-9",1,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-10",1,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-11",3,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-12",1,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-13",0,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-14",1,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-15",1,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-16",4,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-17",0,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","1-18",0,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-1",0,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-2",2,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-3",4,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-4",1,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-5",3,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-6",0,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-7",0,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-8",1,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-9",1,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-10",1,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-11",1,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-12",2,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-13",0,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-14",0,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-15",0,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-16",2,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B13","2-17",0,1,NA,68.58,NA,50.8,73.66,81.28,93.98,106.68
"Thalictrum dioicum","2021-05-07","BI","B14","1-1",1,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","1-2",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","1-3",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","1-4",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","1-5",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","1-6",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","1-7",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","1-8",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","1-9",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","1-10",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","1-11",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","2-1",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","2-2",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","2-3",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","2-4",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","2-5",1,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","2-6",2,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","2-7",0,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B14","2-8",2,1,NA,45.72,NA,350.52,355.6,406.4,406.4,35.56
"Thalictrum dioicum","2021-05-07","BI","B15","1-1",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","1-2",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","1-3",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","1-4",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","1-5",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","1-6",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","1-7",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","1-8",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","1-9",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","1-10",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","2-1",1,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","2-2",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","2-3",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","2-4",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","2-5",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","2-6",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","2-7",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","2-8",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","2-9",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B15","2-10",0,1,NA,30.48,NA,91.44,134.62,193.04,355.6,698.5
"Thalictrum dioicum","2021-05-07","BI","B2","1-1",0,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","1-2",3,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","1-3",0,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","1-4",0,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","1-5",0,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","1-6",3,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","1-7",1,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","1-8",0,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","1-9",0,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","1-10",0,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","1-11",1,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","2-1",0,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","2-2",1,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","2-3",0,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","2-4",4,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","2-5",0,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","2-6",1,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","2-7",0,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","2-8",NA,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B2","2-9",2,1,NA,57.15,NA,40.64,76.2,58.42,114.3,584.2
"Thalictrum dioicum","2021-05-07","BI","B3","1-1",2,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","1-2",2,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","1-3",3,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","1-4",2,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","1-5",0,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","1-6",1,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","1-7",0,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","1-8",1,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","2-1",1,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","2-2",2,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","2-3",2,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","2-4",1,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","2-5",2,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","2-6",1,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","2-7",4,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","2-8",0,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B3","2-9",0,1,NA,53.34,NA,38.1,55.88,48.26,111.76,205.74
"Thalictrum dioicum","2021-05-07","BI","B4","1-1",1,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","1-2",1,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","1-3",2,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","1-4",2,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","1-5",4,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","1-6",1,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","1-7",1,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","1-8",0,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","1-9",3,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","2-1",2,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","2-2",4,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","2-3",3,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","2-4",1,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","2-5",0,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","2-6",1,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","2-7",0,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","2-8",0,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","2-9",0,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","2-10",1,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B4","2-11",1,1,NA,58.42,NA,27.94,48.26,48.26,111.76,48.26
"Thalictrum dioicum","2021-05-07","BI","B5","1-1",2,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","1-2",1,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","1-3",4,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","1-4",0,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","1-5",1,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","1-6",1,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","1-7",1,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","1-8",0,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","1-9",0,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","2-1",4,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","2-2",0,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","2-3",3,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","2-4",3,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","2-5",2,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","2-6",3,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","2-7",1,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","2-8",1,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","2-9",4,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B5","2-10",5,1,NA,46.99,NA,40.64,53.34,27.94,68.58,124.46
"Thalictrum dioicum","2021-05-07","BI","B6","1-1",1,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B6","1-2",1,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B6","1-3",0,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B6","1-4",0,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B6","1-5",1,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B6","1-6",0,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B6","1-7",0,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B6","2-1",1,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B6","2-2",3,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B6","2-3",3,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B6","2-4",4,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B6","2-5",3,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B6","2-6",1,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B6","2-7",1,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B6","2-8",6,1,NA,36.83,NA,73.66,27.94,99.06,101.6,88.9
"Thalictrum dioicum","2021-05-07","BI","B7","1-1",0,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","1-2",0,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","1-3",5,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","1-4",0,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","1-5",0,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","1-6",1,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","1-7",0,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","2-1",1,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","2-2",0,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","2-3",1,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","2-4",1,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","2-5",0,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","2-6",2,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","2-7",1,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","2-8",3,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","2-9",1,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B7","2-10",0,1,NA,33.02,NA,33.02,30.48,58.42,83.82,129.54
"Thalictrum dioicum","2021-05-07","BI","B8","1-1",0,1,NA,38.1,NA,137.16,182.88,193.04,198.12,330.2
"Thalictrum dioicum","2021-05-07","BI","B8","1-2",0,1,NA,38.1,NA,137.16,182.88,193.04,198.12,330.2
"Thalictrum dioicum","2021-05-07","BI","B8","1-3",0,1,NA,38.1,NA,137.16,182.88,193.04,198.12,330.2
"Thalictrum dioicum","2021-05-07","BI","B8","1-4",0,1,NA,38.1,NA,137.16,182.88,193.04,198.12,330.2
"Thalictrum dioicum","2021-05-07","BI","B8","1-5",1,1,NA,38.1,NA,137.16,182.88,193.04,198.12,330.2
