"Species","Date","Site","Plant","Flower","Stigma","Pollen","Obs_count","Notes","Flower_height","N_flowers","D1","D2","D3","D4","D5","Obs_field"
"Rumex acetosella",2021-06-09,"KMW","F4",2,3,1,"Claire","",24.7,750,53,62,64,87,86,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F5",1,1,1,"Claire","",35,300,33,35,39,22,15,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F5",1,2,0,"Claire","",35,300,33,35,39,22,15,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F5",1,3,1,"Claire","",35,300,33,35,39,22,15,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F5",2,1,0,"Claire","",35,300,33,35,39,22,15,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F5",2,2,0,"Claire","",35,300,33,35,39,22,15,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F5",2,3,0,"Claire","",35,300,33,35,39,22,15,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F6",1,1,1,"Claire","",21.3,150,44,56,60,65,62,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F6",1,2,2,"Claire","",21.3,150,44,56,60,65,62,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F6",1,3,1,"Claire","",21.3,150,44,56,60,65,62,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F6",2,1,5,"Claire","",21.3,150,44,56,60,65,62,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F6",2,2,0,"Claire","",21.3,150,44,56,60,65,62,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F6",2,3,0,"Claire","",21.3,150,44,56,60,65,62,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F7",1,1,0,"Claire","",15.5,40,30,52,51,48,63,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F7",1,2,0,"Claire","",15.5,40,30,52,51,48,63,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F7",1,3,0,"Claire","",15.5,40,30,52,51,48,63,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F7",2,1,1,"Claire","",15.5,40,30,52,51,48,63,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F7",2,2,0,"Claire","",15.5,40,30,52,51,48,63,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F7",2,3,0,"Claire","",15.5,40,30,52,51,48,63,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F8",1,1,0,"Claire","",22,50,231,230,237,236,245,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F8",1,2,1,"Claire","",22,50,231,230,237,236,245,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F8",1,3,0,"Claire","",22,50,231,230,237,236,245,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F8",2,1,2,"Claire","",22,50,231,230,237,236,245,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F8",2,2,2,"Claire","",22,50,231,230,237,236,245,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F8",2,3,0,"Claire","",22,50,231,230,237,236,245,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F9",1,1,0,"Claire","",28.5,190,165,187,174,153,178,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F9",1,2,2,"Claire","",28.5,190,165,187,174,153,178,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F9",1,3,4,"Claire","",28.5,190,165,187,174,153,178,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F9",2,1,0,"Claire","",28.5,190,165,187,174,153,178,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F9",2,2,0,"Claire","",28.5,190,165,187,174,153,178,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F9",2,3,1,"Claire","",28.5,190,165,187,174,153,178,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F10",1,1,0,"Claire","",23.5,310,21,24,28,49,50,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F10",1,2,0,"Claire","",23.5,310,21,24,28,49,50,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F10",1,3,0,"Claire","",23.5,310,21,24,28,49,50,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F10",2,1,4,"Claire","",23.5,310,21,24,28,49,50,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F10",2,2,1,"Claire","",23.5,310,21,24,28,49,50,"Claire"
"Rumex acetosella",2021-06-09,"KMW","F10",2,3,1,"Claire","",23.5,310,21,24,28,49,50,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F11",1,1,3,"Claire","",20.6,270,141,142,144,144,145,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F11",1,2,4,"Claire","",20.6,270,141,142,144,144,145,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F11",1,3,1,"Claire","",20.6,270,141,142,144,144,145,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F11",2,1,3,"Claire","",20.6,270,141,142,144,144,145,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F11",2,2,1,"Claire","",20.6,270,141,142,144,144,145,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F11",2,3,3,"Claire","",20.6,270,141,142,144,144,145,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F19",1,1,1,"Claire","",21.6,150,23,49,63,97,100,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F19",1,2,0,"Claire","",21.6,150,23,49,63,97,100,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F19",1,3,0,"Claire","",21.6,150,23,49,63,97,100,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F19",2,1,0,"Claire","",21.6,150,23,49,63,97,100,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F19",2,2,0,"Claire","",21.6,150,23,49,63,97,100,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F19",2,3,0,"Claire","",21.6,150,23,49,63,97,100,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F21",1,1,0,"Claire","",23.2,225,8,56,59,60,63,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F21",1,2,0,"Claire","",23.2,225,8,56,59,60,63,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F21",1,3,1,"Claire","",23.2,225,8,56,59,60,63,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F21",2,1,0,"Claire","",23.2,225,8,56,59,60,63,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F21",2,2,1,"Claire","",23.2,225,8,56,59,60,63,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F21",2,3,0,"Claire","",23.2,225,8,56,59,60,63,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F22",1,1,0,"Claire","",14.8,190,38,32,42,45,72,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F22",1,2,0,"Claire","",14.8,190,38,32,42,45,72,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F22",1,3,1,"Claire","",14.8,190,38,32,42,45,72,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F22",2,1,0,"Claire","",14.8,190,38,32,42,45,72,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F22",2,2,0,"Claire","",14.8,190,38,32,42,45,72,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F22",2,3,0,"Claire","",14.8,190,38,32,42,45,72,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F23",1,1,0,"Claire","",18.9,650,46,42,43,172,179,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F23",1,2,3,"Claire","",18.9,650,46,42,43,172,179,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F23",1,3,0,"Claire","",18.9,650,46,42,43,172,179,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F23",2,1,2,"Claire","",18.9,650,46,42,43,172,179,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F23",2,2,2,"Claire","",18.9,650,46,42,43,172,179,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F23",2,3,1,"Claire","",18.9,650,46,42,43,172,179,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F25",1,1,1,"Claire","",29,625,52,56,61,75,80,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F25",1,2,1,"Claire","",29,625,52,56,61,75,80,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F25",1,3,0,"Claire","",29,625,52,56,61,75,80,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F25",2,1,2,"Claire","",29,625,52,56,61,75,80,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F25",2,2,6,"Claire","",29,625,52,56,61,75,80,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F25",2,3,0,"Claire","",29,625,52,56,61,75,80,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F12",1,1,0,"Claire","",21.5,150,131,132,132,133,133,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F12",1,2,1,"Claire","",21.5,150,131,132,132,133,133,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F12",1,3,NA,"Claire","",21.5,150,131,132,132,133,133,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F12",2,1,0,"Claire","",21.5,150,131,132,132,133,133,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F12",2,2,3,"Claire","",21.5,150,131,132,132,133,133,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F12",2,3,2,"Claire","",21.5,150,131,132,132,133,133,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F13",1,1,0,"Claire","",17.3,630,45,64,30,29,35,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F13",1,2,1,"Claire","",17.3,630,45,64,30,29,35,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F13",1,3,4,"Claire","",17.3,630,45,64,30,29,35,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F13",2,1,0,"Claire","",17.3,630,45,64,30,29,35,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F13",2,2,0,"Claire","",17.3,630,45,64,30,29,35,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F13",2,3,1,"Claire","",17.3,630,45,64,30,29,35,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F14",1,1,0,"Claire","",22.3,240,69,89,88,52,52,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F14",1,2,0,"Claire","",22.3,240,69,89,88,52,52,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F14",1,3,0,"Claire","",22.3,240,69,89,88,52,52,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F14",2,1,0,"Claire","",22.3,240,69,89,88,52,52,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F14",2,2,0,"Claire","",22.3,240,69,89,88,52,52,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F14",2,3,0,"Claire","",22.3,240,69,89,88,52,52,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F15",1,1,1,"Claire","",29.5,205,58,60,70,70,72,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F15",1,2,1,"Claire","",29.5,205,58,60,70,70,72,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F15",1,3,0,"Claire","",29.5,205,58,60,70,70,72,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F15",2,1,1,"Claire","",29.5,205,58,60,70,70,72,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F15",2,2,0,"Claire","",29.5,205,58,60,70,70,72,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F15",2,3,0,"Claire","",29.5,205,58,60,70,70,72,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F16",1,1,0,"Claire","",21.6,420,45,46,51,55,61,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F16",1,2,1,"Claire","",21.6,420,45,46,51,55,61,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F16",1,3,0,"Claire","",21.6,420,45,46,51,55,61,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F16",2,1,1,"Claire","",21.6,420,45,46,51,55,61,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F16",2,2,0,"Claire","",21.6,420,45,46,51,55,61,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F16",2,3,0,"Claire","",21.6,420,45,46,51,55,61,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F17",1,1,0,"Claire","",6.7,41,34,27,28,28,32,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F17",1,2,0,"Claire","",6.7,41,34,27,28,28,32,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F17",1,3,NA,"Claire","",6.7,41,34,27,28,28,32,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F17",2,1,0,"Claire","",6.7,41,34,27,28,28,32,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F17",2,2,0,"Claire","",6.7,41,34,27,28,28,32,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F17",2,3,0,"Claire","",6.7,41,34,27,28,28,32,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F18",1,1,0,"Claire","really unsure...",7.4,115,5,4,7,9,42,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F18",1,2,1,"Claire","really unsure...",7.4,115,5,4,7,9,42,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F18",1,3,0,"Claire","really unsure...",7.4,115,5,4,7,9,42,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F18",2,1,0,"Claire","really unsure...",7.4,115,5,4,7,9,42,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F18",2,2,0,"Claire","really unsure...",7.4,115,5,4,7,9,42,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F18",2,3,0,"Claire","really unsure...",7.4,115,5,4,7,9,42,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F20",1,1,1,"Claire","",11.5,75,77,60,85,118,121,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F20",1,2,0,"Claire","",11.5,75,77,60,85,118,121,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F20",1,3,0,"Claire","",11.5,75,77,60,85,118,121,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F20",2,1,0,"Claire","",11.5,75,77,60,85,118,121,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F20",2,2,0,"Claire","",11.5,75,77,60,85,118,121,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F20",2,3,0,"Claire","",11.5,75,77,60,85,118,121,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F24",1,1,1,"Claire","",23.1,350,170,164,177,171,140,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F24",1,2,0,"Claire","",23.1,350,170,164,177,171,140,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F24",1,3,1,"Claire","",23.1,350,170,164,177,171,140,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F24",2,1,0,"Claire","",23.1,350,170,164,177,171,140,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F24",2,2,0,"Claire","",23.1,350,170,164,177,171,140,"Claire"
"Rumex acetosella",2021-06-07,"KMW","F24",2,3,1,"Claire","",23.1,350,170,164,177,171,140,"Claire"
