"","Filename","X","Area","Mean","Min","Max"
"1","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",1,199.792,111.329,92,147
"2","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",3,173.845,120.749,95,154
"3","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",4,168.848,117.193,96,153
"4","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",5,196.813,121.431,100,152
"5","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",6,165.004,118.619,95,154
"6","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",8,176.824,115.364,93,153
"7","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",9,189.798,116.026,94,150
"8","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",11,233.619,113.338,91,150
"9","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",12,214.976,115.797,93,151
"10","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",13,231.889,114.355,92,152
"11","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",14,196.717,117.771,95,152
"12","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",15,221.03,113.207,89,147
"13","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",17,209.882,113.886,92,149
"14","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",18,202.483,119.17,97,155
"15","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",19,165.388,120.267,99,154
"16","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",21,195.371,120.642,90,154
"17","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",22,200.176,117.077,95,150
"18","Tdio_size_Tdio_2-5uL_L10A1S1_size_RAW_ch00.tif_results.csv",23,207.768,113.952,93,149
"19","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",1,182.013,116.678,94,150
"20","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",2,209.402,122.44,102,153
"21","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",3,193.545,114.885,88,151
"22","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",4,241.692,120.143,100,150
"23","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",15,202.963,115.636,92,157
"24","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",16,163.37,117.068,94,153
"25","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",17,256.971,112.853,92,147
"26","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",18,240.058,118.613,91,152
"27","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",19,202.675,113.353,87,153
"28","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",20,231.505,118.083,90,150
"29","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",21,242.172,115.163,86,152
"30","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",22,219.877,114.781,90,150
"31","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",25,156.355,120.544,98,154
"32","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",26,119.933,117.248,98,149
"33","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",28,199.408,121.56,99,152
"34","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",29,194.699,113.997,89,151
"35","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",30,222.183,116.74,91,150
"36","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",31,169.424,117.841,97,154
"37","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",32,193.738,113.65,89,153
"38","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",35,204.405,116.523,92,152
"39","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",36,202.291,106.245,80,151
"40","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",47,198.447,112.76,90,151
"41","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",48,213.63,110.021,89,151
"42","Tdio_size_Tdio_2-5uL_L10A1S2_size_RAW_ch00.tif_results.csv",49,200.945,118.168,96,152
"43","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",1,201.426,118.289,90,149
"44","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",8,197.582,116.498,96,151
"45","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",9,225.643,117.36,92,150
"46","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",10,252.359,114.988,90,150
"47","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",11,222.952,115.883,92,153
"48","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",12,181.052,118.099,91,150
"49","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",20,171.731,114.09,78,153
"50","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",21,150.781,117.4,99,146
"51","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",24,165.196,110.931,86,150
"52","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",44,197.197,113.861,88,148
"53","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",52,211.228,109.828,90,149
"54","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",53,172.788,112.049,89,155
"55","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",54,200.369,116.336,87,154
"56","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",55,260.239,111.806,85,153
"57","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",59,181.341,116.807,96,148
"58","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",71,238.712,120.328,95,151
"59","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",73,222.664,122.622,101,155
"60","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",74,228.814,108.071,80,149
"61","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",75,190.278,110.987,90,144
"62","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",80,212.285,109.476,82,150
"63","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",81,217.955,116.864,94,151
"64","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",82,220.069,118.073,95,149
"65","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",83,179.611,116.765,95,152
"66","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",84,167.791,115.947,93,150
"67","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",85,247.65,114.641,91,151
"68","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",86,240.538,114.545,86,150
"69","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",87,176.247,113.433,88,150
"70","Tdio_size_Tdio_2-5uL_L10A1S3_size_RAW_ch00.tif_results.csv",89,161.16,114.569,88,149
"71","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",1,233.139,110.869,86,150
"72","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",2,187.107,120.526,100,155
"73","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",3,253.031,120.578,93,152
"74","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",4,253.32,120.566,96,150
"75","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",6,238.616,116.237,94,153
"76","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",7,208.057,119.983,101,152
"77","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",9,206.231,115.034,96,151
"78","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",10,235.157,120.174,101,151
"79","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",11,230.736,120.417,99,148
"80","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",12,294.354,117.01,96,149
"81","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",13,225.739,119.024,99,149
"82","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",15,241.788,117.909,91,150
"83","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",16,250.917,115.686,96,149
"84","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",17,169.713,124.673,100,152
"85","Tdio_size_Tdio_2-5uL_L10A2S1_size_RAW_ch00.tif_results.csv",18,175.575,113.589,91,153
"86","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",1,218.147,116.17,87,147
"87","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",2,207.576,113.397,93,147
"88","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",3,237.944,115.89,85,149
"89","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",4,248.803,114.216,88,148
"90","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",5,212.958,113.845,94,151
"91","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",6,176.151,113.457,88,146
"92","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",7,210.363,115.591,89,149
"93","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",8,243.806,115.508,90,148
"94","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",9,195.756,116.089,86,152
"95","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",10,198.158,116.032,90,152
"96","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",12,176.536,118.204,92,152
"97","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",13,239.77,115.608,89,150
"98","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",14,226.219,115.35,91,152
"99","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",15,255.818,117.805,93,151
"100","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",16,231.217,118.945,92,153
"101","Tdio_size_Tdio_2-5uL_L10A2S2_size_RAW_ch00.tif_results.csv",17,223.721,115.581,93,150
"102","Tdio_size_Tdio_2-5uL_L10A2S3_size_RAW_ch00.tif_results.csv",1,209.21,112.862,90,149
"103","Tdio_size_Tdio_2-5uL_L10A2S3_size_RAW_ch00.tif_results.csv",2,246.497,113.507,86,147
"104","Tdio_size_Tdio_2-5uL_L10A2S3_size_RAW_ch00.tif_results.csv",3,231.217,110.586,87,146
"105","Tdio_size_Tdio_2-5uL_L10A2S3_size_RAW_ch00.tif_results.csv",4,239.097,114.953,93,150
"106","Tdio_size_Tdio_2-5uL_L10A2S3_size_RAW_ch00.tif_results.csv",7,252.263,117.764,97,153
"107","Tdio_size_Tdio_2-5uL_L10A2S3_size_RAW_ch00.tif_results.csv",8,231.889,112.974,89,149
"108","Tdio_size_Tdio_2-5uL_L10A2S3_size_RAW_ch00.tif_results.csv",9,174.518,114.104,91,154
"109","Tdio_size_Tdio_2-5uL_L10A2S3_size_RAW_ch00.tif_results.csv",10,244.478,117.204,96,150
"110","Tdio_size_Tdio_2-5uL_L10A2S3_size_RAW_ch00.tif_results.csv",11,176.824,119.426,97,150
"111","Tdio_size_Tdio_2-5uL_L10A2S3_size_RAW_ch00.tif_results.csv",12,215.072,121.702,99,150
"112","Tdio_size_Tdio_2-5uL_L10A3S1_size_RAW_ch00.tif_results.csv",1,231.985,116.435,91,149
"113","Tdio_size_Tdio_2-5uL_L10A3S1_size_RAW_ch00.tif_results.csv",3,215.745,116.713,91,149
"114","Tdio_size_Tdio_2-5uL_L10A3S1_size_RAW_ch00.tif_results.csv",4,189.413,119.236,94,150
"115","Tdio_size_Tdio_2-5uL_L10A3S1_size_RAW_ch00.tif_results.csv",5,160.295,118.954,97,149
"116","Tdio_size_Tdio_2-5uL_L10A3S1_size_RAW_ch00.tif_results.csv",6,260.143,110.645,86,150
"117","Tdio_size_Tdio_2-5uL_L10A3S1_size_RAW_ch00.tif_results.csv",7,215.072,118.072,94,154
"118","Tdio_size_Tdio_2-5uL_L10A3S1_size_RAW_ch00.tif_results.csv",8,212.669,110.672,87,148
"119","Tdio_size_Tdio_2-5uL_L10A3S1_size_RAW_ch00.tif_results.csv",9,185.857,113.621,94,150
"120","Tdio_size_Tdio_2-5uL_L10A3S1_size_RAW_ch00.tif_results.csv",10,241.692,115.734,91,152
"121","Tdio_size_Tdio_2-5uL_L10A3S1_size_RAW_ch00.tif_results.csv",11,178.938,114.474,90,149
"122","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",1,188.068,115.002,92,150
"123","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",2,249.764,112.725,82,147
"124","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",3,240.442,113.927,91,147
"125","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",4,175.959,115.667,94,148
"126","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",5,267.35,122.392,87,151
"127","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",8,226.027,115.804,95,148
"128","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",9,241.211,118.845,100,147
"129","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",10,255.914,111.154,81,148
"130","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",11,227.757,111.551,83,147
"131","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",12,208.249,113.149,88,147
"132","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",13,213.246,112.498,90,146
"133","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",14,202.771,113.382,94,148
"134","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",15,230.352,115.838,98,150
"135","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",16,243.037,108.44,84,149
"136","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",17,218.724,117.36,94,149
"137","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",18,283.015,116.313,94,146
"138","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",19,202.675,121.838,99,152
"139","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",20,250.052,112.07,87,145
"140","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",21,230.352,114.729,86,150
"141","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",22,244.863,109.845,87,149
"142","Tdio_size_Tdio_2-5uL_L10A3S2_size_RAW_ch00.tif_results.csv",23,189.99,118.13,92,151
"143","Tdio_size_Tdio_2-5uL_L10A3S3_size_RAW_ch00.tif_results.csv",4,188.26,119.069,103,149
"144","Tdio_size_Tdio_2-5uL_L10A3S3_size_RAW_ch00.tif_results.csv",5,174.325,116.689,94,150
"145","Tdio_size_Tdio_2-5uL_L10A3S3_size_RAW_ch00.tif_results.csv",6,206.903,116.946,98,148
"146","Tdio_size_Tdio_2-5uL_L10A3S3_size_RAW_ch00.tif_results.csv",8,233.811,113.866,90,150
"147","Tdio_size_Tdio_2-5uL_L10A3S3_size_RAW_ch00.tif_results.csv",9,227.853,108.139,80,143
"148","Tdio_size_Tdio_2-5uL_L10A3S3_size_RAW_ch00.tif_results.csv",10,246.4,110.7,79,149
"149","Tdio_size_Tdio_2-5uL_L10A3S3_size_RAW_ch00.tif_results.csv",11,172.307,111.679,88,150
"150","Tdio_size_Tdio_2-5uL_L10A3S3_size_RAW_ch00.tif_results.csv",12,244.286,116.034,97,150
"151","Tdio_size_Tdio_2-5uL_L10A3S3_size_RAW_ch00.tif_results.csv",13,201.618,112.006,85,149
"152","Tdio_size_Tdio_2-5uL_L10A3S3_size_RAW_ch00.tif_results.csv",14,240.346,106.951,83,143
"153","Tdio_size_Tdio_2-5uL_L10A3S3_size_RAW_ch00.tif_results.csv",15,220.453,108.398,80,146
"154","Tdio_size_Tdio_2-5uL_L10A3S3_size_RAW_ch00.tif_results.csv",16,241.403,106.146,82,144
"155","Tdio_size_Tdio_2-5uL_L10A3S3_size_RAW_ch00.tif_results.csv",17,205.462,113.941,90,148
"156","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",1,178.554,144.206,121,161
"157","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",2,182.494,141.497,111,164
"158","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",3,217.282,138.487,101,163
"159","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",4,200.945,138.579,111,160
"160","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",5,212.381,135.909,112,154
"161","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",6,205.077,137.186,109,161
"162","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",7,160.583,138.231,115,158
"163","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",8,192.392,138.771,108,160
"164","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",9,163.178,132.063,106,162
"165","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",10,176.536,141.285,112,163
"166","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",11,167.791,143.664,119,165
"167","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",12,179.515,138.304,117,162
"168","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",13,206.135,132.83,98,159
"169","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",14,179.899,140.414,107,163
"170","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",15,165.484,143.541,110,162
"171","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",16,214.111,143.304,110,164
"172","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",17,127.813,143.357,120,162
"173","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",18,177.881,143.959,118,162
"174","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",20,142.805,134.788,111,162
"175","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",21,191.239,140.588,111,164
"176","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",22,192.969,143.373,116,162
"177","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",23,185.185,138.233,112,162
"178","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",24,216.033,138.786,116,163
"179","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",25,172.307,136.555,108,158
"180","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",26,212.958,132.565,106,159
"181","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",27,170.001,136.518,111,163
"182","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",28,181.052,141.408,112,161
"183","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",29,177.112,128.933,99,158
"184","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",30,174.133,141.367,106,164
"185","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",31,148.859,136.331,98,163
"186","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",32,164.619,130.584,108,158
"187","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",33,187.011,139.032,113,163
"188","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",34,204.116,138.058,113,160
"189","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",35,211.901,140.802,102,165
"190","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",36,182.494,136.349,111,157
"191","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",37,236.31,137.449,109,162
"192","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",38,211.901,134.337,102,159
"193","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",39,221.126,142.607,119,161
"194","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",40,196.428,137.099,108,159
"195","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",41,227.277,136.689,106,158
"196","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",42,171.346,138.459,113,165
"197","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",43,183.167,130.818,105,160
"198","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",44,199.023,138.954,110,159
"199","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",45,237.367,135.545,103,160
"200","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",48,172.788,138.556,107,161
"201","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",53,237.559,137.254,107,160
"202","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",54,167.118,133.961,102,158
"203","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",55,200.08,137.507,109,161
"204","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",56,206.711,135.369,103,160
"205","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",57,146.553,132.869,96,160
"206","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",58,209.979,129,95,158
"207","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",59,182.494,134.195,104,159
"208","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",61,203.924,133.063,105,162
"209","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",62,180.956,134.513,105,160
"210","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",63,108.209,134.328,102,158
"211","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",64,222.952,128.152,95,156
"212","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",65,199.888,138.325,106,160
"213","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",66,188.164,127.966,94,149
"214","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",67,106.479,137.199,109,160
"215","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",68,207.864,126.775,97,152
"216","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",69,130.119,121.567,86,155
"217","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",70,189.605,138.085,105,165
"218","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",71,173.268,132.139,104,161
"219","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",72,164.715,126.421,101,155
"220","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",73,195.66,133.338,102,159
"221","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",74,196.717,140.422,115,164
"222","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",75,165.004,127.396,99,162
"223","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",76,120.606,129.985,93,156
"224","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",77,230.928,134.208,97,159
"225","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",79,219.204,132.776,101,162
"226","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",80,175.286,132.314,90,155
"227","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",81,153.664,135.852,102,158
"228","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",82,224.297,136.692,104,158
"229","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",84,165.773,135.208,108,160
"230","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",85,199.311,140.886,115,160
"231","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",86,133.771,123.193,92,157
"232","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",87,118.011,138.651,111,162
"233","Tdio_size_Tdio_2-5uL_L3A1S1_size_RAW_ch00.tif_results.csv",89,199.215,138.877,110,162
