"","Filename","Area","Red_mean","Red_sd","Green_mean","Green_sd","Blue_mean","Blue_sd","Circ","AR","Round","Solidity"
"1","Csp_Area_M1-1_RAW_ch00.tif_results.csv",434.18,255,0,255,0,255,0,0.85,1.141,0.877,0.968
"2","Csp_Area_M1-1_RAW_ch00.tif_results.csv",547.578,255,0,255,0,125.769,21.761,0.879,1.025,0.976,0.975
"3","Csp_Area_M1-1_RAW_ch00.tif_results.csv",610.812,87.532,20.688,127.893,25.879,125.832,16.921,0.859,1.016,0.984,0.972
"4","Csp_Area_M1-1_RAW_ch00.tif_results.csv",539.409,85.169,19.867,134.256,23.387,142.422,23.901,0.879,1.095,0.914,0.976
"5","Csp_Area_M1-1_RAW_ch00.tif_results.csv",411.212,99.494,26.286,160.503,14.256,123.143,20.664,0.89,1.036,0.966,0.973
"6","Csp_Area_M1-1_RAW_ch00.tif_results.csv",557.668,83.526,20.893,131.883,22.902,126.494,22.847,0.908,1.028,0.972,0.979
"7","Csp_Area_M1-1_RAW_ch00.tif_results.csv",605.911,88.866,20.131,133.311,22.683,139.403,18.448,0.872,1.008,0.992,0.976
"8","Csp_Area_M1-1_RAW_ch00.tif_results.csv",364.507,91.966,24.002,165.213,12.78,127.569,21.374,0.89,1.092,0.915,0.973
"9","Csp_Area_M1-1_RAW_ch00.tif_results.csv",558.822,85.682,20.547,137.856,21.075,127.131,21.398,0.908,1.056,0.947,0.979
"10","Csp_Area_M1-1_RAW_ch00.tif_results.csv",669.913,86.108,19.804,132.256,22.877,130.455,17.112,0.888,1.17,0.855,0.979
"11","Csp_Area_M1-2_RAW_ch00.tif_results.csv",616.674,136.982,24.202,95.071,25.242,138.005,22.175,0.866,1.044,0.958,0.976
"12","Csp_Area_M1-2_RAW_ch00.tif_results.csv",570.642,134.664,24.494,92.301,25.753,142.374,20.075,0.89,1.098,0.91,0.977
"13","Csp_Area_M1-2_RAW_ch00.tif_results.csv",574.005,135.223,23.343,91.523,25.994,143.416,19.147,0.881,1.036,0.965,0.974
"14","Csp_Area_M1-2_RAW_ch00.tif_results.csv",637.528,131.79,24.987,88.96,27.29,144.827,21.056,0.885,1.041,0.961,0.977
