ind,pos,npollen,nstigma,npoll,jday,spp,H1,H2,D1,D2,D3,D4,D5,O1,O2,O3,O4,O5,dmean,lnpollen,treat,mwsp,vwsp,medwsp,qrange,time,arch,mstigl,mstigbl,mstigsa,h3,lmwsp,_TYPE_,_FREQ_,mpolcnt,mpollsize,vpolcnt,vpollsize,count,count2
C08,3,69,2,92,2192,einnovatus,80.8,74.3,39,37,49,45,53,290,250,190,120,125,0.022421525,4.248495242,C,0.389705882,0.106946181,0.32,0.29,,compact,3.353181163,1.037643571,4.618467623,6.5,-0.942362972,0,21,21367.7619,34.41800356,36168779.89,1.576677034,0.135802469,0.018442311
C05,1,104,2,138.6666667,2192,einnovatus,64.2,58,17,23,47,67,44,280,240,0,150,200,0.025252525,4.65396035,C,0.389705882,0.106946181,0.32,0.29,,compact,3.353181163,1.037643571,4.618467623,6.2,-0.942362972,0,21,21367.7619,34.41800356,36168779.89,1.576677034,0.135802469,0.018442311
C05,3,67,2,89.33333333,2192,einnovatus,64.2,58,17,23,47,67,44,280,240,0,150,200,0.025252525,4.219507705,C,0.389705882,0.106946181,0.32,0.29,,compact,3.353181163,1.037643571,4.618467623,6.2,-0.942362972,0,21,21367.7619,34.41800356,36168779.89,1.576677034,0.135802469,0.018442311
C04,3,59,2,78.66666667,2192,einnovatus,71.5,62.5,17,82,12,46,51,260,250,30,70,330,0.024038462,4.094344562,C,0.389705882,0.106946181,0.32,0.29,,compact,3.353181163,1.037643571,4.618467623,9,-0.942362972,0,21,21367.7619,34.41800356,36168779.89,1.576677034,0.135802469,0.018442311
C04,3,39,2,52,2192,einnovatus,71.5,62.5,17,82,12,46,51,260,250,30,70,330,0.024038462,3.688879454,C,0.389705882,0.106946181,0.32,0.29,,compact,3.353181163,1.037643571,4.618467623,9,-0.942362972,0,21,21367.7619,34.41800356,36168779.89,1.576677034,0.135802469,0.018442311
C01,1,51,2,68,2192,einnovatus,78.7,70.5,18.5,36,57,61,107,270,260,265,280,80,0.017889088,3.951243719,C,0.389705882,0.106946181,0.32,0.29,,compact,3.353181163,1.037643571,4.618467623,8.2,-0.942362972,0,21,21367.7619,34.41800356,36168779.89,1.576677034,0.135802469,0.018442311
C01,3,103,2,137.3333333,2192,einnovatus,78.7,70.5,18.5,36,57,61,107,270,260,265,280,80,0.017889088,4.644390899,C,0.389705882,0.106946181,0.32,0.29,,compact,3.353181163,1.037643571,4.618467623,8.2,-0.942362972,0,21,21367.7619,34.41800356,36168779.89,1.576677034,0.135802469,0.018442311
N01,1,11,2,,2184,fcamp,45.1,31.8,26,31.5,35,46.5,75,195,200,218,230,112,0.023364486,2.48490665,N,0.64559322,0.40733597,0.41,0.78,five,diffuse,2.360551856,0.808957718,2.604507018,13.3,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
N01,2,11,2,,2184,fcamp,45.1,31.8,26,31.5,35,46.5,75,195,200,218,230,112,0.023364486,2.48490665,N,0.64559322,0.40733597,0.41,0.78,three,diffuse,2.360551856,0.808957718,2.604507018,13.3,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
N01,2,2,2,,2184,fcamp,45.1,31.8,26,31.5,35,46.5,75,195,200,218,230,112,0.023364486,1.098612289,N,0.64559322,0.40733597,0.41,0.78,three,diffuse,2.360551856,0.808957718,2.604507018,13.3,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
N01,2,7,2,,2184,fcamp,45.1,31.8,26,31.5,35,46.5,75,195,200,218,230,112,0.023364486,2.079441542,N,0.64559322,0.40733597,0.41,0.78,five,diffuse,2.360551856,0.808957718,2.604507018,13.3,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
N01,2,8,2,,2184,fcamp,45.1,31.8,26,31.5,35,46.5,75,195,200,218,230,112,0.023364486,2.197224577,N,0.64559322,0.40733597,0.41,0.78,five,diffuse,2.360551856,0.808957718,2.604507018,13.3,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
M31,1,5,2,,2184,fcamp,54.3,40.5,10,7,9,20,9,175,210,320,180,40,0.090909091,1.791759469,M,0.64559322,0.40733597,0.41,0.78,five,diffuse,2.360551856,0.808957718,2.604507018,13.8,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
M31,2,8,2,,2184,fcamp,54.3,40.5,10,7,9,20,9,175,210,320,180,40,0.090909091,2.197224577,M,0.64559322,0.40733597,0.41,0.78,five,diffuse,2.360551856,0.808957718,2.604507018,13.8,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
M12,1,0,2,,2184,fcamp,54.1,41,4,7,19,31.5,60,160,30,85,55,165,0.041152263,0,M,0.64559322,0.40733597,0.41,0.78,three,diffuse,2.360551856,0.808957718,2.604507018,13.1,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
M12,1,3,2,,2184,fcamp,54.1,41,4,7,19,31.5,60,160,30,85,55,165,0.041152263,1.386294361,M,0.64559322,0.40733597,0.41,0.78,five,diffuse,2.360551856,0.808957718,2.604507018,13.1,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
M12,1,0,2,,2184,fcamp,54.1,41,4,7,19,31.5,60,160,30,85,55,165,0.041152263,0,M,0.64559322,0.40733597,0.41,0.78,three,diffuse,2.360551856,0.808957718,2.604507018,13.1,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
M12,1,28,2,,2184,fcamp,54.1,41,4,7,19,31.5,60,160,30,85,55,165,0.041152263,3.36729583,M,0.64559322,0.40733597,0.41,0.78,five,diffuse,2.360551856,0.808957718,2.604507018,13.1,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
M12,2,5,2,,2184,fcamp,54.1,41,4,7,19,31.5,60,160,30,85,55,165,0.041152263,1.791759469,M,0.64559322,0.40733597,0.41,0.78,five,diffuse,2.360551856,0.808957718,2.604507018,13.1,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
M12,2,13,2,,2184,fcamp,54.1,41,4,7,19,31.5,60,160,30,85,55,165,0.041152263,2.63905733,M,0.64559322,0.40733597,0.41,0.78,three,diffuse,2.360551856,0.808957718,2.604507018,13.1,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
M01,1,8,2,,2184,fcamp,49.9,37.1,12.4,51,37.2,44,9.5,152,220,117,158,244,0.032446463,2.197224577,M,0.64559322,0.40733597,0.41,0.78,three,diffuse,2.360551856,0.808957718,2.604507018,12.8,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
M01,1,1,2,,2184,fcamp,49.9,37.1,12.4,51,37.2,44,9.5,152,220,117,158,244,0.032446463,0.693147181,M,0.64559322,0.40733597,0.41,0.78,five,diffuse,2.360551856,0.808957718,2.604507018,12.8,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
M01,3,1,2,,2184,fcamp,49.9,37.1,12.4,51,37.2,44,9.5,152,220,117,158,244,0.032446463,0.693147181,M,0.64559322,0.40733597,0.41,0.78,three,diffuse,2.360551856,0.808957718,2.604507018,12.8,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
M01,3,1,2,,2184,fcamp,49.9,37.1,12.4,51,37.2,44,9.5,152,220,117,158,244,0.032446463,0.693147181,M,0.64559322,0.40733597,0.41,0.78,five,diffuse,2.360551856,0.808957718,2.604507018,12.8,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
C08,1,0,2,,2184,fcamp,56.8,42,49.5,59,95,97,104,110,100,260,265,267,0.012360939,0,C,0.64559322,0.40733597,0.41,0.78,three,diffuse,2.360551856,0.808957718,2.604507018,14.8,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
C08,1,40,2,,2184,fcamp,56.8,42,49.5,59,95,97,104,110,100,260,265,267,0.012360939,3.713572067,C,0.64559322,0.40733597,0.41,0.78,five,diffuse,2.360551856,0.808957718,2.604507018,14.8,-0.437585663,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.058823529,0.003460208
N21,1,12,1,,2185,fcamp,57,45,0.5,6,7.5,17,11,250,140,345,250,195,0.119047619,2.564949357,N,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,12,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
N15,1,2,1,,2185,fcamp,66,52,2.5,7,9,7,16,280,230,255,30,145,0.120481928,1.098612289,N,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,14,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
N15,1,61,2,,2185,fcamp,66,52,2.5,7,9,7,16,280,230,255,30,145,0.120481928,4.127134385,N,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,14,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
N15,2,43,2,,2185,fcamp,66,52,2.5,7,9,7,16,280,230,255,30,145,0.120481928,3.784189634,N,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,14,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
N06,1,1,2,,2185,fcamp,46,29.5,7,21,19,40,39,120,135,120,280,270,0.03968254,0.693147181,N,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,16.5,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
N01,2,20,2,,2185,fcamp,45.1,31.8,26,31.5,35,46.5,75,195,200,218,230,112,0.023364486,3.044522438,N,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,13.3,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
N01,2,48,2,,2185,fcamp,45.1,31.8,26,31.5,35,46.5,75,195,200,218,230,112,0.023364486,3.891820298,N,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,13.3,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M33,2,2,2,,2185,fcamp,58.7,43.5,7,32,17,21,142,0,55,30,20,320,0.02283105,1.098612289,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,15.2,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M32,1,51,2,,2185,fcamp,55,39,14,17,21,19,49,70,100,60,10,240,0.041666667,3.951243719,M,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,16,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M32,2,1,2,,2185,fcamp,55,39,14,17,21,19,49,70,100,60,10,240,0.041666667,0.693147181,M,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,16,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M31,2,3,2,,2185,fcamp,54.3,40.5,10,7,9,20,9,175,210,320,180,40,0.090909091,1.386294361,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,13.8,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M31,2,11,2,,2185,fcamp,54.3,40.5,10,7,9,20,9,175,210,320,180,40,0.090909091,2.48490665,M,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,13.8,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M30,1,4,2,,2185,fcamp,56.5,43,12,15,21,11,17,230,300,120,10,165,0.065789474,1.609437912,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,13.5,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M30,1,3,2,,2185,fcamp,56.5,43,12,15,21,11,17,230,300,120,10,165,0.065789474,1.386294361,M,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,13.5,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M30,2,2,2,,2185,fcamp,56.5,43,12,15,21,11,17,230,300,120,10,165,0.065789474,1.098612289,M,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,13.5,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M27,1,10,2,,2185,fcamp,53.5,35.5,8,4,13,20,42,0,200,10,10,40,0.057471264,2.397895273,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,18,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M27,2,0,2,,2185,fcamp,53.5,35.5,8,4,13,20,42,0,200,10,10,40,0.057471264,0,M,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,18,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M27,3,1,2,,2185,fcamp,53.5,35.5,8,4,13,20,42,0,200,10,10,40,0.057471264,0.693147181,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,18,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M25,1,0,2,,2185,fcamp,52,41.3,13,13,29,11,75,250,225,230,190,220,0.035460993,0,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,10.7,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M21,1,2,2,,2185,fcamp,47.5,34,10,2,9,8,13,270,30,110,140,200,0.119047619,1.098612289,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,13.5,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M20,1,17,2,,2185,fcamp,64,51,6.5,5,9,8,13,280,60,170,140,200,0.120481928,2.890371758,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,13,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M20,1,1,2,,2185,fcamp,64,51,6.5,5,9,8,13,280,60,170,140,200,0.120481928,0.693147181,M,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,13,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M20,2,52,2,,2185,fcamp,64,51,6.5,5,9,8,13,280,60,170,140,200,0.120481928,3.970291914,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,13,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M20,2,2,2,,2185,fcamp,64,51,6.5,5,9,8,13,280,60,170,140,200,0.120481928,1.098612289,M,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,13,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M12,1,3,2,,2185,fcamp,54.1,41,4,7,19,31.5,60,160,30,85,55,165,0.041152263,1.386294361,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,13.1,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M12,1,2,2,,2185,fcamp,54.1,41,4,7,19,31.5,60,160,30,85,55,165,0.041152263,1.098612289,M,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,13.1,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M12,3,0,2,,2185,fcamp,54.1,41,4,7,19,31.5,60,160,30,85,55,165,0.041152263,0,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,13.1,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M11,1,137,2,,2185,fcamp,50,39,17,10,12.5,19,10,0,230,170,320,250,0.072992701,4.927253685,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,11,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M11,2,8,2,,2185,fcamp,50,39,17,10,12.5,19,10,0,230,170,320,250,0.072992701,2.197224577,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,11,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M10,1,0,2,,2185,fcamp,61,46.5,14.5,21,16,8,3,220,300,340,10,342,0.08,0,M,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,14.5,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M07,1,151,2,,2185,fcamp,49.5,37.2,45,103,108,166,69,140,310,340,290,35,0.010183299,5.023880521,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,12.3,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M06,2,2,2,,2185,fcamp,49.5,36.3,83,155,125,128,153,58,295,60,115,190,0.007763975,1.098612289,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,13.2,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M05,2,9,2,,2185,fcamp,49,35,12,5.5,20,40,87,155,270,272,130,185,0.030395137,2.302585093,M,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,14,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M05,2,1,2,,2185,fcamp,49,35,12,5.5,20,40,87,155,270,272,130,185,0.030395137,0.693147181,M,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,14,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M02,2,1,2,,2185,fcamp,57.4,42.9,56.5,96,102,115,121,300,32,295,310,20,0.01019368,0.693147181,M,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,14.5,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M02,2,3,2,,2185,fcamp,57.4,42.9,56.5,96,102,115,121,300,32,295,310,20,0.01019368,1.386294361,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,14.5,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M02,2,56,2,,2185,fcamp,57.4,42.9,56.5,96,102,115,121,300,32,295,310,20,0.01019368,4.043051268,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,14.5,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
M01,3,5,2,,2185,fcamp,49.9,37.1,12.4,51,37.2,44,9.5,152,220,117,158,244,0.032446463,1.791759469,M,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,12.8,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
C24,1,83,2,,2185,fcamp,49.5,40.5,9.5,11.5,14.5,46,53,120,210,205,145,140,0.037174721,4.430816799,C,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,9,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
C22,1,61,2,,2185,fcamp,48.4,35,4.5,24,22,25,36,330,310,340,320,340,0.044843049,4.127134385,C,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,13.4,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
C15,2,10,2,,2185,fcamp,40,28.5,17,19,47,58,47,10,355,100,18,280,0.026595745,2.397895273,C,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,11.5,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
C12,2,2,1,,2185,fcamp,54.5,41,58,35,41,59,78,90,315,325,250,160,0.018450185,1.098612289,C,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,13.5,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
C08,1,52,2,,2185,fcamp,56.8,42,49.5,59,95,97,104,110,100,260,265,267,0.012360939,3.970291914,C,1.97424,1.458640748,1.97,2.05,five,diffuse,2.360551856,0.808957718,2.604507018,14.8,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
C08,1,79,2,,2185,fcamp,56.8,42,49.5,59,95,97,104,110,100,260,265,267,0.012360939,4.382026635,C,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,14.8,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
C08,2,5,2,,2185,fcamp,56.8,42,49.5,59,95,97,104,110,100,260,265,267,0.012360939,1.791759469,C,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,14.8,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
C08,2,2,2,,2185,fcamp,56.8,42,49.5,59,95,97,104,110,100,260,265,267,0.012360939,1.098612289,C,1.97424,1.458640748,1.97,2.05,three,diffuse,2.360551856,0.808957718,2.604507018,14.8,0.680183514,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.294117647,0.08650519
N25,1,7,2,,2187,fcamp,46.7,29,1,7,15,9,76,250,160,265,125,160,0.046296296,2.079441542,N,0.539512195,0.160573531,0.44,0.48,three,diffuse,2.360551856,0.808957718,2.604507018,17.7,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
N25,2,1,2,,2187,fcamp,46.7,29,1,7,15,9,76,250,160,265,125,160,0.046296296,0.693147181,N,0.539512195,0.160573531,0.44,0.48,three,diffuse,2.360551856,0.808957718,2.604507018,17.7,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
N25,2,7,2,,2187,fcamp,46.7,29,1,7,15,9,76,250,160,265,125,160,0.046296296,2.079441542,N,0.539512195,0.160573531,0.44,0.48,five,diffuse,2.360551856,0.808957718,2.604507018,17.7,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
N25,2,22,2,,2187,fcamp,46.7,29,1,7,15,9,76,250,160,265,125,160,0.046296296,3.135494216,N,0.539512195,0.160573531,0.44,0.48,three,diffuse,2.360551856,0.808957718,2.604507018,17.7,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
N25,2,59,2,,2187,fcamp,46.7,29,1,7,15,9,76,250,160,265,125,160,0.046296296,4.094344562,N,0.539512195,0.160573531,0.44,0.48,five,diffuse,2.360551856,0.808957718,2.604507018,17.7,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
N25,2,391,2,,2187,fcamp,46.7,29,1,7,15,9,76,250,160,265,125,160,0.046296296,5.97126184,N,0.539512195,0.160573531,0.44,0.48,three,diffuse,2.360551856,0.808957718,2.604507018,17.7,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
N22,1,10,2,,2187,fcamp,51,40,6.5,11,14,14,13,2,255,340,220,310,0.085470085,2.397895273,N,0.539512195,0.160573531,0.44,0.48,three,diffuse,2.360551856,0.808957718,2.604507018,11,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
N15,2,1,2,,2187,fcamp,66,52,2.5,7,9,7,16,280,230,255,30,145,0.120481928,0.693147181,N,0.539512195,0.160573531,0.44,0.48,five,diffuse,2.360551856,0.808957718,2.604507018,14,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
N15,2,4,2,,2187,fcamp,66,52,2.5,7,9,7,16,280,230,255,30,145,0.120481928,1.609437912,N,0.539512195,0.160573531,0.44,0.48,three,diffuse,2.360551856,0.808957718,2.604507018,14,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
N06,1,4,2,,2187,fcamp,46,29.5,7,21,19,40,39,120,135,120,280,270,0.03968254,1.609437912,N,0.539512195,0.160573531,0.44,0.48,three,diffuse,2.360551856,0.808957718,2.604507018,16.5,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
N06,1,5,2,,2187,fcamp,46,29.5,7,21,19,40,39,120,135,120,280,270,0.03968254,1.791759469,N,0.539512195,0.160573531,0.44,0.48,five,diffuse,2.360551856,0.808957718,2.604507018,16.5,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
N06,2,114,2,,2187,fcamp,46,29.5,7,21,19,40,39,120,135,120,280,270,0.03968254,4.744932128,N,0.539512195,0.160573531,0.44,0.48,three,diffuse,2.360551856,0.808957718,2.604507018,16.5,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
N01,3,5,2,,2187,fcamp,45.1,31.8,26,31.5,35,46.5,75,195,200,218,230,112,0.023364486,1.791759469,N,0.539512195,0.160573531,0.44,0.48,five,diffuse,2.360551856,0.808957718,2.604507018,13.3,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
M34,1,32,2,,2187,fcamp,52.5,37.5,3.5,8,8,8,10,340,350,65,300,210,0.133333333,3.496507561,M,0.539512195,0.160573531,0.44,0.48,three,diffuse,2.360551856,0.808957718,2.604507018,15,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
M34,1,1,2,,2187,fcamp,52.5,37.5,3.5,8,8,8,10,340,350,65,300,210,0.133333333,0.693147181,M,0.539512195,0.160573531,0.44,0.48,five,diffuse,2.360551856,0.808957718,2.604507018,15,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
M34,1,15,2,,2187,fcamp,52.5,37.5,3.5,8,8,8,10,340,350,65,300,210,0.133333333,2.772588722,M,0.539512195,0.160573531,0.44,0.48,five,diffuse,2.360551856,0.808957718,2.604507018,15,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
M34,2,1,2,,2187,fcamp,52.5,37.5,3.5,8,8,8,10,340,350,65,300,210,0.133333333,0.693147181,M,0.539512195,0.160573531,0.44,0.48,three,diffuse,2.360551856,0.808957718,2.604507018,15,-0.61708989,0,47,21525.25532,28.52171241,11349668.76,2.133870294,0.482352941,0.23266436
